epoch,accuracy,loss,val_accuracy,val_loss
1,0.45491665601730347,1.2041481733322144,0.675000011920929,0.8711599111557007
2,0.7055833339691162,0.7575591802597046,0.7664999961853027,0.6543552875518799
3,0.7573333382606506,0.6411340236663818,0.7950000166893005,0.5817084312438965
4,0.7846666574478149,0.573550820350647,0.8065000176429749,0.5495951175689697
5,0.8071666955947876,0.527764618396759,0.8109999895095825,0.5222184062004089
6,0.8178333044052124,0.48662829399108887,0.815500020980835,0.49944549798965454
7,0.8330000042915344,0.46014606952667236,0.8180000185966492,0.4881255030632019
8,0.8445000052452087,0.4344973862171173,0.8180000185966492,0.4798351526260376
9,0.8473333120346069,0.41693219542503357,0.8190000057220459,0.4775927662849426
10,0.856416642665863,0.3956771194934845,0.8205000162124634,0.4716872572898865
11,0.8635833263397217,0.38308480381965637,0.8224999904632568,0.46904292702674866
12,0.8693333268165588,0.3759317100048065,0.8220000267028809,0.46578896045684814
13,0.8661666512489319,0.37253227829933167,0.8230000138282776,0.46239399909973145
14,0.8710833191871643,0.3636976182460785,0.8230000138282776,0.4623469114303589
15,0.8674166798591614,0.368600070476532,0.8230000138282776,0.46181541681289673
16,0.8700833320617676,0.3653525114059448,0.8230000138282776,0.4620606303215027
17,0.8740833401679993,0.359780490398407,0.8224999904632568,0.4615924060344696
