epoch,accuracy,loss,val_accuracy,val_loss
1,0.39133334159851074,1.2738637924194336,0.6154999732971191,0.9979140162467957
2,0.5986666679382324,0.971707820892334,0.7225000262260437,0.7695677876472473
3,0.6840000152587891,0.8127638101577759,0.7549999952316284,0.6649003028869629
4,0.7358333468437195,0.7037402391433716,0.7914999723434448,0.5937790274620056
5,0.7633333206176758,0.6391130089759827,0.7975000143051147,0.5558186173439026
6,0.7828333377838135,0.5980616807937622,0.8090000152587891,0.5291368365287781
7,0.7901666760444641,0.569983959197998,0.8115000128746033,0.5154197216033936
8,0.8040000200271606,0.5417407751083374,0.8180000185966492,0.500888466835022
9,0.8075000047683716,0.5306481719017029,0.8215000033378601,0.4896734356880188
10,0.8105833530426025,0.5276823043823242,0.828499972820282,0.48347607254981995
11,0.8137500286102295,0.512944221496582,0.8264999985694885,0.4792926013469696
12,0.8204166889190674,0.501146137714386,0.8309999704360962,0.4761716425418854
13,0.8201666474342346,0.4944031238555908,0.8299999833106995,0.4719696640968323
14,0.8215833306312561,0.49466729164123535,0.8309999704360962,0.47356361150741577
15,0.8203333616256714,0.49499765038490295,0.8314999938011169,0.4734422266483307
16,0.8206666707992554,0.4950978457927704,0.8314999938011169,0.47341451048851013
17,0.8186666369438171,0.4914311170578003,0.8320000171661377,0.4721919894218445
