epoch,accuracy,loss,val_accuracy,val_loss
1,0.4555000066757202,1.1914180517196655,0.6884999871253967,0.8323966860771179
2,0.7095833420753479,0.763115406036377,0.7534999847412109,0.6615321040153503
3,0.7568333148956299,0.6458743810653687,0.7839999794960022,0.5899665355682373
4,0.784583330154419,0.5812903046607971,0.8009999990463257,0.5503356456756592
5,0.8082500100135803,0.5314149856567383,0.8140000104904175,0.5241017937660217
6,0.8231666684150696,0.48764848709106445,0.815500020980835,0.5059405565261841
7,0.8351666927337646,0.455940842628479,0.824999988079071,0.4897595942020416
8,0.8424166440963745,0.4307844638824463,0.8274999856948853,0.48332545161247253
9,0.8537499904632568,0.4062407910823822,0.8345000147819519,0.47282910346984863
10,0.8527500033378601,0.4018387794494629,0.8364999890327454,0.4660114347934723
11,0.862583339214325,0.3820848762989044,0.8385000228881836,0.46369749307632446
12,0.8637499809265137,0.3749334216117859,0.840499997138977,0.46049419045448303
13,0.8690833449363708,0.3652436137199402,0.840499997138977,0.45961758494377136
14,0.8733333349227905,0.35900288820266724,0.843500018119812,0.4570305049419403
15,0.8709999918937683,0.36321744322776794,0.8429999947547913,0.45717599987983704
16,0.8725833296775818,0.36167606711387634,0.8450000286102295,0.45742374658584595
17,0.8635833263397217,0.3690028488636017,0.8445000052452087,0.45746201276779175
