epoch,accuracy,loss,val_accuracy,val_loss
1,0.3934166729450226,1.2822505235671997,0.5715000033378601,1.0164425373077393
2,0.6128333210945129,0.9360659718513489,0.7289999723434448,0.756891667842865
3,0.6988333463668823,0.7730188965797424,0.7674999833106995,0.6719508171081543
4,0.7354999780654907,0.6912568211555481,0.784500002861023,0.6247774362564087
5,0.765500009059906,0.6348250508308411,0.8015000224113464,0.5803017020225525
6,0.7821666598320007,0.598185122013092,0.8165000081062317,0.5451502799987793
7,0.7918333411216736,0.5660821795463562,0.8195000290870667,0.5205690860748291
8,0.8039166927337646,0.5417260527610779,0.8174999952316284,0.5071249604225159
9,0.809166669845581,0.5330236554145813,0.8264999985694885,0.49752095341682434
10,0.812666654586792,0.5173555612564087,0.8295000195503235,0.4897772967815399
11,0.8160833120346069,0.5101643800735474,0.8364999890327454,0.4812963008880615
12,0.8184999823570251,0.500109851360321,0.8385000228881836,0.4794612228870392
13,0.8206666707992554,0.500356137752533,0.8374999761581421,0.47567448019981384
14,0.8196666836738586,0.48882225155830383,0.8395000100135803,0.47324061393737793
15,0.8200833201408386,0.4954512417316437,0.8399999737739563,0.4731656610965729
16,0.8191666603088379,0.4939730763435364,0.8395000100135803,0.47362038493156433
17,0.8230000138282776,0.48737138509750366,0.8395000100135803,0.4727639853954315
18,0.8229166865348816,0.4859681725502014,0.8395000100135803,0.47237980365753174
