epoch,accuracy,loss,val_accuracy,val_loss
1,0.47216665744781494,1.1889010667800903,0.7260000109672546,0.7449333667755127
2,0.7676666378974915,0.6279927492141724,0.800000011920929,0.5648161172866821
3,0.812333345413208,0.5167174935340881,0.815500020980835,0.5229516625404358
4,0.8333333134651184,0.45322325825691223,0.8259999752044678,0.4941917657852173
5,0.8510000109672546,0.4101976454257965,0.8264999985694885,0.47646820545196533
6,0.8650000095367432,0.376029908657074,0.8335000276565552,0.4721519947052002
7,0.8794166445732117,0.34333211183547974,0.8379999995231628,0.4677763879299164
8,0.887416660785675,0.31758299469947815,0.8330000042915344,0.46394065022468567
9,0.8910833597183228,0.3047625720500946,0.8379999995231628,0.4651780426502228
10,0.9020000100135803,0.28152745962142944,0.8379999995231628,0.46159690618515015
11,0.9022499918937683,0.27378562092781067,0.8395000100135803,0.46032482385635376
12,0.9087499976158142,0.2622690498828888,0.8385000228881836,0.46204885840415955
13,0.9088333249092102,0.2600332796573639,0.8389999866485596,0.4617891311645508
14,0.9123333096504211,0.24935145676136017,0.8385000228881836,0.4612545073032379
15,0.9141666889190674,0.25003471970558167,0.8385000228881836,0.4610068202018738
