epoch,accuracy,loss,val_accuracy,val_loss
1,0.4050000011920929,1.2643001079559326,0.6050000190734863,0.9951580166816711
2,0.6205833554267883,0.9360153675079346,0.7110000252723694,0.7662574052810669
3,0.7026666402816772,0.7779805660247803,0.7634999752044678,0.6632319688796997
4,0.7486666440963745,0.6825554370880127,0.7919999957084656,0.6014018654823303
5,0.7721666693687439,0.6297961473464966,0.8065000176429749,0.5614699125289917
6,0.7831666469573975,0.5852119326591492,0.8080000281333923,0.5310934782028198
7,0.7932500243186951,0.5626100897789001,0.8140000104904175,0.5152168869972229
8,0.8077499866485596,0.5380141139030457,0.8215000033378601,0.5037051439285278
9,0.8109999895095825,0.5169564485549927,0.8184999823570251,0.5036877989768982
10,0.8131666779518127,0.5079017877578735,0.8240000009536743,0.49441763758659363
11,0.8182500004768372,0.5003693699836731,0.8264999985694885,0.4860061705112457
12,0.8184999823570251,0.4968317151069641,0.8255000114440918,0.48301607370376587
13,0.8223333358764648,0.4895821511745453,0.828000009059906,0.4808119535446167
14,0.8234999775886536,0.48205697536468506,0.828499972820282,0.4789472818374634
15,0.8187500238418579,0.4922558069229126,0.828000009059906,0.47896745800971985
16,0.8199166655540466,0.48648780584335327,0.828499972820282,0.47889745235443115
17,0.8210833072662354,0.48975345492362976,0.8289999961853027,0.47864195704460144
18,0.8244166374206543,0.47855880856513977,0.8289999961853027,0.4787890315055847
