epoch,accuracy,loss,val_accuracy,val_loss
1,0.4750833213329315,1.190252423286438,0.7549999952316284,0.7198926210403442
2,0.7716666460037231,0.6265537738800049,0.8025000095367432,0.5722224116325378
3,0.8145833611488342,0.5138659477233887,0.8190000057220459,0.5160155892372131
4,0.8373333215713501,0.45230913162231445,0.8264999985694885,0.48939231038093567
5,0.8584166765213013,0.40180614590644836,0.828000009059906,0.4762425422668457
6,0.8665833473205566,0.3682267665863037,0.8339999914169312,0.461429238319397
7,0.878083348274231,0.34238728880882263,0.8339999914169312,0.4551258385181427
8,0.8869166374206543,0.31664255261421204,0.8349999785423279,0.4529390335083008
9,0.8980833292007446,0.2955087721347809,0.8395000100135803,0.45021042227745056
10,0.8998333215713501,0.28021860122680664,0.8360000252723694,0.4522760808467865
11,0.9067500233650208,0.26453083753585815,0.8385000228881836,0.45193660259246826
12,0.9086666703224182,0.258010596036911,0.8395000100135803,0.4535372257232666
