epoch,accuracy,loss,val_accuracy,val_loss
1,0.5765833258628845,1.0336772203445435,0.8399999737739563,0.4806964099407196
2,0.8679999709129333,0.4036332666873932,0.8690000176429749,0.3722919523715973
3,0.9107499718666077,0.26626214385032654,0.8730000257492065,0.3687683939933777
4,0.9369999766349792,0.1930694431066513,0.8715000152587891,0.38809505105018616
5,0.9553333520889282,0.13785378634929657,0.8744999766349792,0.4166543185710907
6,0.9679999947547913,0.1033531054854393,0.8769999742507935,0.44852474331855774
7,0.9765833616256714,0.07736801356077194,0.8765000104904175,0.4826270043849945
