epoch,accuracy,loss,val_accuracy,val_loss
1,0.45100000500679016,1.2033616304397583,0.6639999747276306,0.8675537109375
2,0.6875,0.7959187626838684,0.7394999861717224,0.6806234121322632
3,0.7540833353996277,0.6549038290977478,0.781499981880188,0.5883269309997559
4,0.781499981880188,0.583437979221344,0.8029999732971191,0.5344136953353882
5,0.8034166693687439,0.5252070426940918,0.8080000281333923,0.5078021287918091
6,0.8185833096504211,0.4942956566810608,0.8140000104904175,0.49400535225868225
7,0.8337500095367432,0.4531761407852173,0.8199999928474426,0.47933846712112427
8,0.8461666703224182,0.42873966693878174,0.8220000267028809,0.4661896526813507
9,0.8502500057220459,0.4129408001899719,0.824999988079071,0.46064215898513794
10,0.8575833439826965,0.3914797008037567,0.8240000009536743,0.4574594795703888
11,0.8605833053588867,0.383992463350296,0.8255000114440918,0.4511365592479706
12,0.8655833601951599,0.3746037185192108,0.8274999856948853,0.44688329100608826
13,0.8633333444595337,0.37083983421325684,0.828000009059906,0.4467267692089081
14,0.8702499866485596,0.3648495376110077,0.8259999752044678,0.4464993476867676
15,0.8687499761581421,0.36357197165489197,0.8264999985694885,0.44671717286109924
16,0.8696666955947876,0.3636307418346405,0.8270000219345093,0.44648921489715576
