epoch,accuracy,loss,val_accuracy,val_loss
1,0.4558333456516266,1.1937503814697266,0.6840000152587891,0.8611602783203125
2,0.70333331823349,0.7734611630439758,0.7664999961853027,0.6486127972602844
3,0.7595833539962769,0.640968382358551,0.7795000076293945,0.5809838175773621
4,0.7868333458900452,0.5732311010360718,0.8040000200271606,0.5311509966850281
5,0.8077499866485596,0.522351861000061,0.8105000257492065,0.510886549949646
6,0.8231666684150696,0.4847366511821747,0.8159999847412109,0.4870642125606537
7,0.8315833210945129,0.45752599835395813,0.8220000267028809,0.4761822819709778
8,0.8428333401679993,0.42651262879371643,0.8274999856948853,0.46544843912124634
9,0.8522499799728394,0.41076236963272095,0.828000009059906,0.45822516083717346
10,0.8585000038146973,0.3953336477279663,0.828000009059906,0.4530876874923706
11,0.8615833520889282,0.381877601146698,0.828499972820282,0.4500506520271301
12,0.8662499785423279,0.3736076354980469,0.8274999856948853,0.44963666796684265
13,0.8690833449363708,0.36498329043388367,0.8274999856948853,0.4483512341976166
14,0.8725000023841858,0.3623645007610321,0.828499972820282,0.44861549139022827
15,0.8734999895095825,0.35815882682800293,0.828499972820282,0.4485868811607361
