epoch,accuracy,loss,val_accuracy,val_loss
1,0.46041667461395264,1.2017518281936646,0.6779999732971191,0.8238142728805542
2,0.7097499966621399,0.7535841464996338,0.7615000009536743,0.6532878279685974
3,0.7608333230018616,0.6342498660087585,0.7825000286102295,0.5944666862487793
4,0.7884166836738586,0.5664150714874268,0.8100000023841858,0.5375083684921265
5,0.8049166798591614,0.526572048664093,0.8169999718666077,0.5082721710205078
6,0.8239166736602783,0.47928300499916077,0.8240000009536743,0.4935814440250397
7,0.8388333320617676,0.4426145553588867,0.8299999833106995,0.47334593534469604
8,0.8508333563804626,0.41575977206230164,0.8330000042915344,0.4697299599647522
9,0.8557500243186951,0.40050816535949707,0.8339999914169312,0.4552645981311798
10,0.8613333106040955,0.3832195997238159,0.8355000019073486,0.45441463589668274
11,0.8697500228881836,0.3717377185821533,0.8349999785423279,0.452073872089386
12,0.8704166412353516,0.364590048789978,0.8364999890327454,0.4489545226097107
13,0.874833345413208,0.3517928421497345,0.8379999995231628,0.44852709770202637
14,0.8731666803359985,0.3544025123119354,0.8399999737739563,0.448538213968277
15,0.8756666779518127,0.3473525047302246,0.8385000228881836,0.4486720561981201
16,0.872083306312561,0.35471609234809875,0.8379999995231628,0.4485689699649811
17,0.8763333559036255,0.3514896333217621,0.8379999995231628,0.4485413730144501
