epoch,accuracy,loss,val_accuracy,val_loss
1,0.4657500088214874,1.2063757181167603,0.6754999756813049,0.8476097583770752
2,0.703000009059906,0.7657175064086914,0.7630000114440918,0.6409556269645691
3,0.7642499804496765,0.6349721550941467,0.7940000295639038,0.5742477178573608
4,0.7880833148956299,0.5728011727333069,0.8134999871253967,0.5331377983093262
5,0.8068333268165588,0.5298414826393127,0.8209999799728394,0.505802571773529
6,0.8184166550636292,0.4914809465408325,0.8259999752044678,0.48596829175949097
7,0.8334166407585144,0.4589489698410034,0.8314999938011169,0.47256597876548767
8,0.8386666774749756,0.43889713287353516,0.8339999914169312,0.4656127989292145
9,0.8493333458900452,0.41580837965011597,0.8360000252723694,0.4562336206436157
10,0.8604999780654907,0.3988748788833618,0.8364999890327454,0.4513188302516937
11,0.8569166660308838,0.39592424035072327,0.8385000228881836,0.44714587926864624
12,0.8617500066757202,0.381495863199234,0.8385000228881836,0.44791391491889954
13,0.8680833578109741,0.37128138542175293,0.8399999737739563,0.4465577006340027
14,0.8669999837875366,0.36980968713760376,0.8395000100135803,0.44619280099868774
15,0.8675000071525574,0.3684515058994293,0.8399999737739563,0.44568419456481934
16,0.8686666488647461,0.374375581741333,0.8395000100135803,0.4452110826969147
