epoch,accuracy,loss,val_accuracy,val_loss
1,0.5109999775886536,1.145137906074524,0.7684999704360962,0.6147903203964233
2,0.8180000185966492,0.5051543116569519,0.8395000100135803,0.4471096992492676
3,0.8614166378974915,0.39050474762916565,0.8535000085830688,0.4163966774940491
4,0.8848333358764648,0.32658830285072327,0.8560000061988831,0.4120272696018219
5,0.902916669845581,0.2865441143512726,0.8569999933242798,0.41112032532691956
6,0.9159166812896729,0.24523581564426422,0.8600000143051147,0.41885074973106384
7,0.9297500252723694,0.2081461250782013,0.8569999933242798,0.43105730414390564
8,0.9390000104904175,0.1841362863779068,0.8514999747276306,0.4409728944301605
9,0.9440833330154419,0.16527202725410461,0.8579999804496765,0.450912207365036
10,0.9495833516120911,0.14884284138679504,0.8535000085830688,0.4600270390510559
