epoch,accuracy,loss,val_accuracy,val_loss
1,0.39258334040641785,1.2694791555404663,0.6200000047683716,1.0010300874710083
2,0.5973333120346069,0.9649275541305542,0.7074999809265137,0.7882671356201172
3,0.6821666955947876,0.8109856843948364,0.7524999976158142,0.6844430565834045
4,0.7349166870117188,0.7038480639457703,0.7764999866485596,0.6342306137084961
5,0.7603333592414856,0.6441856622695923,0.7985000014305115,0.5872100591659546
6,0.7803333401679993,0.601304292678833,0.8034999966621399,0.5627437233924866
7,0.7916666865348816,0.5733045935630798,0.8169999718666077,0.5312721729278564
8,0.797249972820282,0.549969494342804,0.8184999823570251,0.5213905572891235
9,0.8075833320617676,0.53208988904953,0.8230000138282776,0.5097508430480957
10,0.8100833296775818,0.5201789736747742,0.8234999775886536,0.496087908744812
11,0.8169166445732117,0.50923752784729,0.8255000114440918,0.48969852924346924
12,0.8195000290870667,0.4974513649940491,0.8245000243186951,0.4858540892601013
13,0.8205000162124634,0.4989037811756134,0.8270000219345093,0.48279187083244324
14,0.8217499852180481,0.48782092332839966,0.8305000066757202,0.4829511344432831
15,0.825083315372467,0.48766350746154785,0.828499972820282,0.48276227712631226
16,0.8209999799728394,0.4945884048938751,0.8270000219345093,0.4828733801841736
17,0.8183333277702332,0.4976217746734619,0.8270000219345093,0.4828348755836487
18,0.8202499747276306,0.4895840287208557,0.8299999833106995,0.482369989156723
