epoch,accuracy,loss,val_accuracy,val_loss
1,0.4816666543483734,1.1787468194961548,0.7590000033378601,0.7121385931968689
2,0.8102499842643738,0.5422341823577881,0.8355000019073486,0.4522073268890381
3,0.859333336353302,0.40167856216430664,0.8489999771118164,0.42650577425956726
4,0.8838333487510681,0.3338627517223358,0.8544999957084656,0.41682493686676025
5,0.8989999890327454,0.28951266407966614,0.8604999780654907,0.4081231951713562
6,0.9144166707992554,0.24871258437633514,0.8600000143051147,0.4288613200187683
7,0.9276666641235352,0.21536000072956085,0.8650000095367432,0.4254547655582428
8,0.9328333139419556,0.19174852967262268,0.8665000200271606,0.4396805763244629
9,0.9411666393280029,0.16895057260990143,0.8644999861717224,0.45272430777549744
10,0.9472500085830688,0.15267737209796906,0.862500011920929,0.45598819851875305
