epoch,accuracy,loss,val_accuracy,val_loss
1,0.3961666524410248,1.2727112770080566,0.6119999885559082,0.9915615320205688
2,0.6073333621025085,0.9461458325386047,0.7304999828338623,0.7514109015464783
3,0.6980833411216736,0.7794387936592102,0.7674999833106995,0.6537479162216187
4,0.7404999732971191,0.6887565851211548,0.7940000295639038,0.5937030911445618
5,0.7644166946411133,0.6332398653030396,0.815500020980835,0.5486471652984619
6,0.7871666550636292,0.5843167901039124,0.8264999985694885,0.5200659036636353
7,0.8004166483879089,0.5523829460144043,0.828000009059906,0.4997653365135193
8,0.8045833110809326,0.5424661636352539,0.8314999938011169,0.4876779317855835
9,0.8118333220481873,0.5172567963600159,0.8299999833106995,0.48502206802368164
10,0.8163333535194397,0.5056121349334717,0.8330000042915344,0.4795354902744293
11,0.8193333148956299,0.4990808069705963,0.8374999761581421,0.47383150458335876
12,0.8236666917800903,0.48982205986976624,0.8360000252723694,0.4694628417491913
13,0.8239166736602783,0.48555976152420044,0.8335000276565552,0.46648624539375305
14,0.8243333101272583,0.48366206884384155,0.8374999761581421,0.4663870334625244
15,0.8273333311080933,0.4750692546367645,0.8385000228881836,0.4662277400493622
16,0.8262500166893005,0.48007336258888245,0.8374999761581421,0.46616584062576294
17,0.8235833048820496,0.4836529493331909,0.8379999995231628,0.46563366055488586
18,0.8254166841506958,0.47822093963623047,0.8379999995231628,0.46539434790611267
