epoch,accuracy,loss,val_accuracy,val_loss
1,0.4974166750907898,1.1663994789123535,0.7549999952316284,0.676436185836792
2,0.7801666855812073,0.5990684628486633,0.8054999709129333,0.5267351865768433
3,0.8240833282470703,0.48975810408592224,0.8259999752044678,0.48737019300460815
4,0.843666672706604,0.43534713983535767,0.8389999866485596,0.4646194875240326
5,0.8627499938011169,0.39082589745521545,0.8424999713897705,0.46665769815444946
6,0.8725000023841858,0.3550776243209839,0.840499997138977,0.4597385823726654
7,0.8855000138282776,0.32603681087493896,0.8445000052452087,0.4572869837284088
8,0.8890833258628845,0.30684542655944824,0.8495000004768372,0.45279446244239807
9,0.9009166955947876,0.28614500164985657,0.847000002861023,0.4444984495639801
10,0.9056666493415833,0.27440935373306274,0.8445000052452087,0.43948593735694885
11,0.9055833220481873,0.2612093389034271,0.8464999794960022,0.440757691860199
12,0.9113333225250244,0.2502896785736084,0.8429999947547913,0.44286292791366577
13,0.9154999852180481,0.2453739494085312,0.8454999923706055,0.4440463185310364
14,0.9150833487510681,0.24209189414978027,0.8460000157356262,0.4443351924419403
15,0.9173333048820496,0.24074530601501465,0.8450000286102295,0.44491270184516907
