epoch,accuracy,loss,val_accuracy,val_loss
1,0.4014166593551636,1.267080545425415,0.5659999847412109,1.0064201354980469
2,0.5945833325386047,0.9706677198410034,0.6970000267028809,0.8026013970375061
3,0.6837499737739563,0.8074284791946411,0.7425000071525574,0.6882035136222839
4,0.7354999780654907,0.698863685131073,0.7764999866485596,0.6176475286483765
5,0.7663333415985107,0.6327033042907715,0.7889999747276306,0.5755895972251892
6,0.7827500104904175,0.5925043225288391,0.8044999837875366,0.5499711036682129
7,0.7958333492279053,0.5612715482711792,0.8180000185966492,0.5202934741973877
8,0.799833357334137,0.5511021614074707,0.8134999871253967,0.5125634670257568
9,0.8067499995231628,0.5257644653320312,0.8255000114440918,0.4990760087966919
10,0.8101666569709778,0.5157020688056946,0.8264999985694885,0.49046921730041504
11,0.812416672706604,0.5024749636650085,0.8264999985694885,0.4851493537425995
12,0.8165833353996277,0.500365138053894,0.8274999856948853,0.4807392954826355
13,0.8171666860580444,0.5073379278182983,0.8270000219345093,0.481110155582428
14,0.8208333253860474,0.4950239956378937,0.828499972820282,0.4783821105957031
15,0.8195833563804626,0.49351710081100464,0.8274999856948853,0.4766859710216522
16,0.8211666941642761,0.49640458822250366,0.828000009059906,0.47645267844200134
17,0.8215833306312561,0.4858531951904297,0.8295000195503235,0.4768834412097931
18,0.8135833144187927,0.4946267008781433,0.8289999961853027,0.4761200547218323
19,0.8165000081062317,0.49509626626968384,0.8295000195503235,0.47651180624961853
