epoch,accuracy,loss,val_accuracy,val_loss
1,0.3787499964237213,1.2868415117263794,0.6299999952316284,0.9970793128013611
2,0.6089166402816772,0.9646654725074768,0.718500018119812,0.7691285610198975
3,0.6823333501815796,0.8134037256240845,0.7620000243186951,0.6838045120239258
4,0.7338333129882812,0.7080486416816711,0.784500002861023,0.6219262480735779
5,0.7590833306312561,0.647358238697052,0.7954999804496765,0.5843542814254761
6,0.7765833139419556,0.6034488677978516,0.8034999966621399,0.5592858791351318
7,0.7904999852180481,0.5773730874061584,0.8059999942779541,0.5472099184989929
8,0.7960833311080933,0.5601456165313721,0.8149999976158142,0.5251142978668213
9,0.796999990940094,0.5424002408981323,0.8199999928474426,0.5092652440071106
10,0.8055833578109741,0.5237561464309692,0.8255000114440918,0.5010315179824829
11,0.8083333373069763,0.5169864296913147,0.8320000171661377,0.4962977170944214
12,0.8116666674613953,0.5088933110237122,0.8264999985694885,0.4931463599205017
13,0.8162500262260437,0.5063526034355164,0.8274999856948853,0.48792845010757446
14,0.8171666860580444,0.5023452043533325,0.828000009059906,0.48927193880081177
15,0.8205833435058594,0.496267169713974,0.828499972820282,0.48953717947006226
16,0.8142499923706055,0.5067516565322876,0.828499972820282,0.4893181324005127
17,0.8149999976158142,0.4986937940120697,0.8289999961853027,0.4889844059944153
18,0.8194166421890259,0.5019130706787109,0.8289999961853027,0.48878124356269836
