epoch,accuracy,loss,val_accuracy,val_loss
1,0.5063333511352539,1.148895025253296,0.7394999861717224,0.6889231204986572
2,0.7778333425521851,0.5946489572525024,0.8054999709129333,0.5228508710861206
3,0.8194166421890259,0.4942856431007385,0.8220000267028809,0.4826925992965698
4,0.843833327293396,0.436074435710907,0.8259999752044678,0.46911975741386414
5,0.8550000190734863,0.40064525604248047,0.8330000042915344,0.453720360994339
6,0.8714166879653931,0.36269453167915344,0.8395000100135803,0.45335131883621216
7,0.8818333148956299,0.32715705037117004,0.8450000286102295,0.4503128230571747
8,0.8913333415985107,0.3085775673389435,0.8485000133514404,0.44893956184387207
9,0.8989999890327454,0.2884686589241028,0.8450000286102295,0.44944363832473755
10,0.9045833349227905,0.2696693241596222,0.840499997138977,0.45146748423576355
