epoch,accuracy,loss,val_accuracy,val_loss
1,0.4829166531562805,1.174494981765747,0.753000020980835,0.6882190108299255
2,0.7819166779518127,0.6102631688117981,0.8069999814033508,0.5429914593696594
3,0.8209166526794434,0.5013372302055359,0.8224999904632568,0.48732659220695496
4,0.840499997138977,0.4467070400714874,0.8355000019073486,0.46369487047195435
5,0.856166660785675,0.3985193967819214,0.843500018119812,0.4527277648448944
6,0.8711666464805603,0.3635346591472626,0.843999981880188,0.4481947124004364
7,0.8850833177566528,0.3300809860229492,0.843999981880188,0.443803071975708
8,0.8880833387374878,0.3137868344783783,0.8460000157356262,0.4417249858379364
9,0.8965833187103271,0.29315727949142456,0.8464999794960022,0.4438323974609375
10,0.9052500128746033,0.2802678346633911,0.8454999923706055,0.4406640827655792
11,0.905916690826416,0.2669287621974945,0.8460000157356262,0.4419863522052765
12,0.9100833535194397,0.2594267725944519,0.8460000157356262,0.4439200758934021
