family,test,metric,model_a,model_b,n_seeds,observed_mean_delta_a_minus_b,n_exact_permutations,p_raw,p_holm_family,significant_holm_0.05
BPE versus character,Exact paired sign-flip permutation test,Mean relative Macro-F1 degradation,bpe_500,char,9,0.009583331591014871,512,0.00390625,0.015625,True
BPE versus character,Exact paired sign-flip permutation test,Mean relative Macro-F1 degradation,bpe_1000,char,9,0.02656844471512117,512,0.00390625,0.015625,True
BPE versus character,Exact paired sign-flip permutation test,Mean relative Macro-F1 degradation,bpe_2000,char,9,0.02513881185336504,512,0.00390625,0.015625,True
BPE versus character,Exact paired sign-flip permutation test,Mean relative Macro-F1 degradation,bpe_5000,char,9,0.022809802209035335,512,0.00390625,0.015625,True
