seed,bpe_1000,bpe_2000,bpe_500,bpe_5000,char,word
111,0.05677956365039834,0.026860456225939522,0.027075192815969467,0.05412589296670298,0.023853139458205108,0.029683126360900224
123,0.05220064300183079,0.06940893798090259,0.03746176402735111,0.0540287809384012,0.028777444563369357,0.04865555652109864
132,0.05512787905610469,0.047885985277118334,0.035436535224979214,0.03742950669995993,0.027924762229314514,0.0581868252507487
213,0.05212656974306688,0.05421188964382495,0.04105021652969261,0.04923654855254654,0.024870417563388803,0.046700458972126505
222,0.04540666238424184,0.05234586942279962,0.03522905540992593,0.052648515548223605,0.029806696513734316,0.05902162770023302
231,0.05821600379683739,0.06553570491737248,0.03645791278402312,0.057442996504496024,0.02739757498829028,0.04698877905096432
312,0.053037499546986014,0.056296707381955045,0.039278542431100454,0.03976562798265324,0.02582040221240625,0.04670669876535434
321,0.05983517953469193,0.055362395791278794,0.0422670928556552,0.05937866986057498,0.0271918314777632,0.05353959748484498
333,0.05265886147240413,0.04461421978956545,0.0382665319909082,0.047504540578230954,0.030630590743999618,0.03570196978368443
