model,seed,corruption_level,n_samples,accuracy,precision_macro,f1_macro,mcc,log_loss,inference_time_s,inference_time_per_sample_ms
word,132,15,2000,0.8315,0.8365494488242633,0.83167133868204,0.7769183095882181,0.4860410690307617,0.12964340002508834,0.06482170001254417
word,132,20,2000,0.8185,0.8243889312178649,0.8183781311030284,0.7600309829839549,0.5083513259887695,0.13085590000264347,0.06542795000132173
word,132,25,2000,0.806,0.8126533724427746,0.8058977892131289,0.7435641500838545,0.5249419808387756,0.16197210003156215,0.08098605001578107
word,132,30,2000,0.7965,0.8062064332821427,0.7968466473394068,0.7316680275939064,0.5414234399795532,0.13489420001860708,0.06744710000930354
word,132,35,2000,0.7825,0.7951216858533101,0.783146632663754,0.713864134803402,0.5747880339622498,0.11585379997268319,0.057926899986341596
word,132,40,2000,0.771,0.7904031175990007,0.7723170642444237,0.7007009263037215,0.610187292098999,0.12171560002025217,0.060857800010126084
word,132,45,2000,0.752,0.7754828318823737,0.7531836249054512,0.6767909215919137,0.6487400531768799,0.1150655000237748,0.0575327500118874
word,132,50,2000,0.7375,0.7670135145690944,0.7397094854641242,0.6589868151304618,0.6805063486099243,0.13792880001710728,0.06896440000855364
word,213,0,2000,0.85,0.849227636211048,0.8489748322794919,0.8003936236545786,0.4443040192127228,0.15722499997355044,0.07861249998677522
word,213,5,2000,0.8475,0.8470889014825096,0.8464322141526595,0.7972001720991022,0.4554807245731354,0.11155079997843131,0.05577539998921566
word,213,10,2000,0.8425,0.8420939418505134,0.8412943067942965,0.7906177137459224,0.47306588292121887,0.20593039999948815,0.10296519999974407
word,213,15,2000,0.834,0.8339060807298325,0.8326508980224756,0.7794707156756812,0.4866269528865814,0.13315219996729866,0.06657609998364933
word,213,20,2000,0.8225,0.8227235657348484,0.8211745444031384,0.7642114072165134,0.5001162886619568,0.16524760000174865,0.08262380000087433
word,213,25,2000,0.817,0.8172873983126134,0.8156391896829461,0.7569222408151202,0.5109151005744934,0.1969082000432536,0.0984541000216268
word,213,30,2000,0.812,0.8135118008386342,0.8103567311063968,0.7508010825068527,0.5258936882019043,0.13668949995189905,0.06834474997594953
word,213,35,2000,0.803,0.8057638484583849,0.8015002134489648,0.7390863076596058,0.5466611385345459,0.12597659998573363,0.06298829999286681
word,213,40,2000,0.7955,0.8010944962426529,0.79344709382961,0.7302501793594752,0.5739458799362183,0.12232359999325126,0.06116179999662563
word,213,45,2000,0.775,0.7828092145318831,0.7726868796442669,0.703741891322149,0.5992227792739868,0.1319890000158921,0.06599450000794604
word,213,50,2000,0.761,0.7702547638124257,0.7580911084778004,0.6858397022866674,0.6341639161109924,0.1359322000062093,0.06796610000310466
word,231,0,2000,0.8595,0.8599048995586598,0.8592268605848347,0.8129743001485691,0.4327348470687866,0.2082049999735318,0.1041024999867659
word,231,5,2000,0.856,0.8566396215386793,0.8556386623155485,0.808440180773559,0.44840118288993835,0.1421260999632068,0.0710630499816034
word,231,10,2000,0.846,0.8462757969267414,0.8455482948933625,0.7950438719583478,0.46410366892814636,0.13643879996379837,0.06821939998189919
word,231,15,2000,0.8425,0.8431095103285806,0.8420373067087176,0.7904952686868678,0.47455671429634094,0.11126529995817691,0.055632649979088455
word,231,20,2000,0.8355,0.836779529027138,0.8349126530512027,0.7814633839894589,0.4854287803173065,0.129569300042931,0.0647846500214655
word,231,25,2000,0.83,0.8315401834723907,0.8296208421377604,0.7740863695926548,0.49877259135246277,0.15359629999147728,0.07679814999573864
word,231,30,2000,0.8205,0.8238926839135208,0.8204111146557551,0.7618731592554433,0.5151832103729248,0.14284960000077263,0.07142480000038631
word,231,35,2000,0.8105,0.8147734329491153,0.8105407158057837,0.7487711062947701,0.5431444048881531,0.13516320002963766,0.06758160001481883
word,231,40,2000,0.797,0.8047214719763086,0.7970905156795121,0.7319402674919018,0.5721064805984497,0.1381006000447087,0.06905030002235435
word,231,45,2000,0.784,0.7959597680373873,0.7849386304394026,0.7156305382943917,0.599427342414856,0.1411147000035271,0.07055735000176355
word,231,50,2000,0.767,0.7798578922196027,0.7677896590945563,0.6933719683787525,0.6325852274894714,0.1470153999980539,0.07350769999902695
word,321,0,2000,0.8495,0.8539976189248819,0.8483056404532758,0.8014844656123634,0.4462509751319885,0.17749120004009455,0.08874560002004728
word,321,5,2000,0.8435,0.849225286219605,0.8419325771621602,0.7940395320546979,0.4644191265106201,0.14051800000015646,0.07025900000007823
word,321,10,2000,0.8365,0.8418875225626022,0.8342487954404683,0.7849456719620929,0.480832576751709,0.12087819998851046,0.06043909999425523
word,321,15,2000,0.8335,0.8407119965381518,0.8309259562324716,0.7817475599853188,0.49450796842575073,0.14251439995132387,0.07125719997566193
word,321,20,2000,0.8255,0.8332694651572163,0.8229240188038744,0.7712273217306899,0.5097048282623291,0.16242720000445843,0.08121360000222921
word,321,25,2000,0.818,0.8268905837035154,0.8148393402918125,0.7617909171455407,0.5266183614730835,0.13340940000489354,0.06670470000244677
word,321,30,2000,0.8105,0.8226916863365604,0.8074158361695202,0.7527757527372845,0.5469391942024231,0.12379470001906157,0.061897350009530776
word,321,35,2000,0.798,0.8135169220323099,0.7940662605865608,0.737546379525147,0.572563111782074,0.1325644999742508,0.0662822499871254
word,321,40,2000,0.781,0.8012539562315251,0.7765828987029627,0.7166591503020161,0.6023784875869751,0.12708139995811507,0.06354069997905754
word,321,45,2000,0.7675,0.7929731294215172,0.7625403555526931,0.7004437254835136,0.6294468641281128,0.11561520001851022,0.05780760000925511
word,321,50,2000,0.75,0.7788472010050218,0.7434009402503144,0.6787892598542858,0.6663080453872681,0.1224361999775283,0.06121809998876416
word,312,0,2000,0.8495,0.8504692875339563,0.8491627145390391,0.799830716079719,0.436785489320755,0.16429540002718568,0.08214770001359284
word,312,5,2000,0.847,0.8479241691480891,0.8465954453044566,0.7965070053212693,0.4541459381580353,0.12601499998709187,0.06300749999354593
word,312,10,2000,0.8355,0.836177466701149,0.834902050483795,0.7812155331875014,0.4705759286880493,0.11243839998496696,0.05621919999248348
word,312,15,2000,0.8275,0.8284545048287687,0.82678893318543,0.7706849294704319,0.4835371673107147,0.16318460000911728,0.08159230000455864
word,312,20,2000,0.8205,0.8223401215392638,0.8199282073859561,0.7615019848208711,0.5016033053398132,0.1655328000197187,0.08276640000985935
word,312,25,2000,0.817,0.819265379002626,0.8166603805321189,0.7568210917473447,0.5095455646514893,0.1574451999622397,0.07872259998111986
word,312,30,2000,0.812,0.815274614368934,0.8116861307691503,0.7503999093232698,0.5254753232002258,0.13582090003183112,0.06791045001591556
word,312,35,2000,0.801,0.804096315272094,0.8005942239461874,0.7357514735683779,0.5471211075782776,0.12381140002980828,0.06190570001490414
word,312,40,2000,0.7935,0.7984259184041936,0.7929245873303118,0.7264150726173866,0.5718132257461548,0.16974639997351915,0.08487319998675957
word,312,45,2000,0.782,0.7881842748184581,0.780966355214544,0.7117089495792938,0.5981701612472534,0.19153010001173243,0.09576505000586621
word,312,50,2000,0.765,0.7723098386358271,0.7639649601309865,0.6893708574296238,0.630390465259552,0.16592190001392737,0.08296095000696369
word,111,0,2000,0.848,0.8478593232042144,0.8471191284777777,0.7978326668956682,0.43998321890830994,0.15112549997866154,0.07556274998933077
word,111,5,2000,0.846,0.8463711445892008,0.845264299714581,0.7952317470533729,0.45254430174827576,0.12506609997944906,0.06253304998972453
word,111,10,2000,0.843,0.8429777863438472,0.8419908400116657,0.7912822599604998,0.46525847911834717,0.12050149997230619,0.060250749986153096
word,111,15,2000,0.841,0.8415713155881421,0.8399598977170109,0.7888128961403597,0.4729650318622589,0.1182058000122197,0.05910290000610985
word,111,20,2000,0.8385,0.8396403884971748,0.837475583589026,0.7856448797694416,0.48329833149909973,0.1277663999935612,0.0638831999967806
word,111,25,2000,0.8335,0.8354236016957737,0.832756191277087,0.7790459220561202,0.4915620982646942,0.16281899996101856,0.08140949998050928
word,111,30,2000,0.8255,0.828336442371794,0.8247513172332385,0.7686650461249002,0.5075702667236328,0.33640799997374415,0.16820399998687208
word,111,35,2000,0.8185,0.8222563519879477,0.817861486598532,0.7595635250158296,0.5326739549636841,0.23707139998441562,0.11853569999220781
word,111,40,2000,0.8055,0.8120105645960995,0.8047855387147151,0.7431976002783289,0.5578703284263611,0.2201593000208959,0.11007965001044795
word,111,45,2000,0.796,0.8049863020422032,0.795117588522958,0.7314857889503531,0.5818682312965393,0.16422490001423284,0.08211245000711642
word,111,50,2000,0.7805,0.7910461542165216,0.7797771000655476,0.7112620521163864,0.6146932244300842,0.17422799998894334,0.08711399999447167
word,222,0,2000,0.856,0.8578244534463613,0.8562793096861318,0.8083873103046808,0.43712082505226135,0.13723310001660138,0.06861655000830069
word,222,5,2000,0.8485,0.851556807884166,0.8488112906189542,0.7987335742864846,0.45746350288391113,0.12323620001552626,0.06161810000776313
word,222,10,2000,0.8425,0.8457992945401457,0.842810698837211,0.7908009597962016,0.4776085317134857,0.12707039999077097,0.06353519999538548
word,222,15,2000,0.832,0.8362970379003805,0.832669302689069,0.776916525193683,0.49405452609062195,0.12118960003135726,0.06059480001567863
word,222,20,2000,0.824,0.8300132386869312,0.8246406409774578,0.7667995779754132,0.5119230151176453,0.11954859999241307,0.05977429999620654
word,222,25,2000,0.818,0.8246626774138218,0.818763960990629,0.7589081840269947,0.5290403962135315,0.1738990999874659,0.08694954999373294
word,222,30,2000,0.811,0.8208030196464075,0.8119366852481528,0.7504764052308863,0.5486404299736023,0.1262402000138536,0.0631201000069268
word,222,35,2000,0.7975,0.8107920727197455,0.7986492687202495,0.7336373426457742,0.5829928517341614,0.13540939998347312,0.06770469999173656
word,222,40,2000,0.779,0.7984455714369414,0.780480898151038,0.7107562423966706,0.6227902770042419,0.1144577999948524,0.0572288999974262
word,222,45,2000,0.756,0.7825245995497007,0.7577524304852654,0.6823078614812393,0.6546077728271484,0.10978050000267103,0.05489025000133552
word,222,50,2000,0.7375,0.7717150668733053,0.7408879339062167,0.6596713110732205,0.6948846578598022,0.14103360002627596,0.07051680001313798
word,333,0,2000,0.8515,0.8513202539799808,0.8508815993263128,0.8023292900252105,0.42975130677223206,0.15439779998268932,0.07719889999134466
word,333,5,2000,0.846,0.8462905368306379,0.8453944747921652,0.7951287707627395,0.44503533840179443,0.13043109996942803,0.06521554998471402
word,333,10,2000,0.844,0.8437131657362729,0.8432706765990359,0.7923632497532911,0.456047385931015,0.11743220000062138,0.05871610000031069
word,333,15,2000,0.8455,0.8456370972195629,0.8447818105034803,0.794487435152876,0.4679417312145233,0.13845720002427697,0.06922860001213849
word,333,20,2000,0.8395,0.8400655395943193,0.8390205052034043,0.7864646757432624,0.4792087972164154,0.12018189998343587,0.060090949991717935
word,333,25,2000,0.8305,0.8313703604246084,0.8300001044348769,0.774564346623583,0.4914455711841583,0.14708820002852008,0.07354410001426004
word,333,30,2000,0.824,0.8259056499357093,0.8237312584239839,0.7660859995255997,0.5082591772079468,0.12174859998049214,0.06087429999024607
word,333,35,2000,0.811,0.8135157708874491,0.8108628310324058,0.7488756980647272,0.5314646363258362,0.12654520000796765,0.06327260000398383
word,333,40,2000,0.8035,0.8070086813958781,0.8035309005543017,0.7391062845690526,0.5589647889137268,0.12983879999956116,0.06491939999978058
word,333,45,2000,0.7915,0.7966350503693318,0.7917079447506996,0.7235146959274609,0.5914836525917053,0.13282120000803843,0.06641060000401922
word,333,50,2000,0.7725,0.7785055926930115,0.7727339954823634,0.698442268582131,0.622164785861969,0.1587049999507144,0.0793524999753572
char,123,0,2000,0.8055,0.8056811307867984,0.8048926742797662,0.7411146823894056,0.5449211597442627,0.2797936000279151,0.13989680001395755
char,123,5,2000,0.805,0.8051467960955986,0.8042184354804036,0.7405472197274912,0.5534303188323975,0.2438197999726981,0.12190989998634905
char,123,10,2000,0.797,0.7976146613762447,0.7961767968162071,0.7300525460071782,0.5631022453308105,0.2675178000354208,0.1337589000177104
char,123,15,2000,0.795,0.7951542417309498,0.7941772079524605,0.7272360730147653,0.5746390223503113,0.2496331000002101,0.12481655000010507
char,123,20,2000,0.7945,0.7953932022114345,0.7940550604933428,0.7265759185696811,0.5822942852973938,0.2786719999858178,0.1393359999929089
char,123,25,2000,0.7925,0.7933498302631706,0.7921557842480409,0.7238302927894349,0.587879478931427,0.22049199999310076,0.11024599999655038
char,123,30,2000,0.782,0.7828428088729682,0.7816448979077587,0.7098334688997416,0.6013544797897339,0.23930639994796365,0.11965319997398183
char,123,35,2000,0.7725,0.7737375684277061,0.7720439142080993,0.6973548305281912,0.6144843697547913,0.2646911999909207,0.13234559999546036
char,123,40,2000,0.77,0.7709166611827412,0.7692902565220432,0.6940539039846114,0.6236375570297241,0.26199789997190237,0.13099894998595119
char,123,45,2000,0.76,0.7614963851413483,0.7592819013421238,0.6808918715723845,0.6335638761520386,0.23167209996609017,0.11583604998304509
char,123,50,2000,0.755,0.7571289512013998,0.7542549446917011,0.6744410006032485,0.6465067863464355,0.2395572999957949,0.11977864999789745
char,132,0,2000,0.8205,0.8203320470061286,0.8198967140188427,0.7609815244938681,0.5080139636993408,0.27644029998918995,0.13822014999459498
char,132,5,2000,0.82,0.8198802496720692,0.8194041858862396,0.7603254889788369,0.5149169564247131,0.39028290001442656,0.19514145000721328
char,132,10,2000,0.8135,0.8139090847046304,0.8130484003609053,0.7517366229199343,0.5268450975418091,0.23921029997291043,0.11960514998645522
char,132,15,2000,0.812,0.8121396388172876,0.8114309485177642,0.7497317967145639,0.5368959903717041,0.24779039999702945,0.12389519999851471
char,132,20,2000,0.805,0.8054126942671354,0.804536050987876,0.7404194430171611,0.5482855439186096,0.2523640000144951,0.12618200000724755
char,132,25,2000,0.7995,0.7991785617883536,0.7989841656652746,0.7328833878983818,0.5562026500701904,0.24292330001480877,0.12146165000740439
char,132,30,2000,0.799,0.7992125371359544,0.7985538022667387,0.7323552784860012,0.5638673305511475,0.22491020004963502,0.11245510002481751
char,132,35,2000,0.791,0.7912707507117981,0.790084243914797,0.7220010116565196,0.5755352973937988,0.24562840000726283,0.12281420000363143
char,132,40,2000,0.7845,0.7852743264010141,0.7837962208247642,0.7133711117693728,0.5875698328018188,0.2391215999959968,0.1195607999979984
char,132,45,2000,0.7795,0.7800380983786421,0.7789516050819513,0.7065286812543726,0.600288987159729,0.235424000013154,0.117712000006577
char,132,50,2000,0.7715,0.7722934153742895,0.7712233087663912,0.6957720399518231,0.6092550158500671,0.2288946000044234,0.1144473000022117
char,213,0,2000,0.8025,0.8032597038297812,0.802173686320563,0.7371206270532392,0.5356822609901428,0.2758177000214346,0.1379088500107173
char,213,5,2000,0.7975,0.7979020130021496,0.7970196775215006,0.7304349818106549,0.5441669821739197,0.24045179999666288,0.12022589999833144
char,213,10,2000,0.797,0.7972436889030392,0.7964814971346048,0.7297343108802102,0.554228663444519,0.2696962000336498,0.1348481000168249
char,213,15,2000,0.796,0.7957587790364415,0.7954198200934279,0.7282828714499548,0.5644987225532532,0.23245099995983765,0.11622549997991882
char,213,20,2000,0.793,0.7933225140098481,0.7926875645766094,0.7243006471658108,0.5713475346565247,0.24418189999414608,0.12209094999707305
char,213,25,2000,0.7885,0.7886773888168638,0.7880325477999578,0.7183465660940689,0.576991081237793,0.23516949999611825,0.11758474999805912
char,213,30,2000,0.7815,0.7821944887368301,0.7811051405904815,0.7091317732601324,0.5908325910568237,0.2422552999923937,0.12112764999619685
char,213,35,2000,0.7785,0.7795256164158657,0.7780817298297008,0.7052510918041208,0.6069716811180115,0.21886939997784793,0.10943469998892397
char,213,40,2000,0.771,0.7719605432689162,0.7706014510888759,0.6952191218931724,0.6156632900238037,0.25922879995778203,0.12961439997889102
char,213,45,2000,0.765,0.7660407415275284,0.7646262396353078,0.6872297384949067,0.6301077604293823,0.22550659999251366,0.11275329999625683
char,213,50,2000,0.7585,0.7593852741936653,0.7581772495636103,0.6784698900371501,0.6430562734603882,0.21201379998819903,0.10600689999409951
char,231,0,2000,0.8135,0.8126950489543754,0.8128265308173066,0.7514974281874652,0.5334238409996033,0.3178980000084266,0.1589490000042133
char,231,5,2000,0.809,0.8083700674228219,0.808463196695171,0.7454667838325282,0.5394198894500732,0.2588196000433527,0.12940980002167635
char,231,10,2000,0.8045,0.8037338583924978,0.8038753746835983,0.7394800114159501,0.5482600331306458,0.27720399998361245,0.13860199999180622
char,231,15,2000,0.802,0.8011181865646044,0.8013210182467935,0.7361450348592083,0.5577874183654785,0.25066989997867495,0.12533494998933747
char,231,20,2000,0.7985,0.7977457337423872,0.7978654210077043,0.7314935479657615,0.5653267502784729,0.25286559999221936,0.12643279999610968
char,231,25,2000,0.795,0.7944905411860159,0.7946204066473983,0.7267424940894203,0.5726953148841858,0.24424510000972077,0.12212255000486037
char,231,30,2000,0.791,0.7899779024670436,0.7903759402809374,0.7214018697665964,0.5838584303855896,0.24271540000336245,0.12135770000168122
char,231,35,2000,0.784,0.7830381105847963,0.7833434310687621,0.7121075363575982,0.594973087310791,0.2502247000229545,0.12511235001147725
char,231,40,2000,0.78,0.7790630849514864,0.7791456997182222,0.7069030474404547,0.6016886234283447,0.23686479998286813,0.11843239999143407
char,231,45,2000,0.781,0.7801480554813391,0.7801345539851096,0.7082689571808104,0.6133542656898499,0.24166619998868555,0.12083309999434277
char,231,50,2000,0.7675,0.766112213735791,0.7664255075339794,0.6902285034582278,0.6305710673332214,0.23800739995203912,0.11900369997601956
char,321,0,2000,0.81,0.8095101215547801,0.8090399547649257,0.7471033516806014,0.5244491696357727,0.28903580002952367,0.14451790001476184
char,321,5,2000,0.8045,0.8041109120858642,0.8035638252366096,0.7397874556178989,0.5375637412071228,0.22908580000512302,0.11454290000256151
char,321,10,2000,0.804,0.8037509180285811,0.8029456329846062,0.7392356041937115,0.5471782088279724,0.22495309996884316,0.11247654998442158
char,321,15,2000,0.8005,0.7999051215644567,0.7993479882686052,0.7345234119988321,0.5548741221427917,0.23412769997958094,0.11706384998979047
char,321,20,2000,0.795,0.7944626003576407,0.79402363640414,0.7271025741422107,0.563821017742157,0.2345478999777697,0.11727394998888485
char,321,25,2000,0.7905,0.7897983301043013,0.7895629671630947,0.7210265487274699,0.5715287327766418,0.23773720004828647,0.11886860002414323
char,321,30,2000,0.786,0.7850218766473559,0.7847862589000301,0.7151099338371913,0.582420825958252,0.22549129999242723,0.11274564999621361
char,321,35,2000,0.7845,0.7842865908631881,0.7834026757141468,0.7132905932879987,0.5923128128051758,0.23409610003000125,0.11704805001500063
char,321,40,2000,0.7805,0.780604012428386,0.7793210409300169,0.7080977834853125,0.6046907901763916,0.23292089998722076,0.11646044999361038
char,321,45,2000,0.769,0.7691268702728968,0.7675968317253893,0.6928974213866383,0.6185771226882935,0.22482440003659576,0.11241220001829788
char,321,50,2000,0.7665,0.7679272817720122,0.7658559092351684,0.6895044639124694,0.6309353113174438,0.23083049996057525,0.11541524998028763
char,312,0,2000,0.8035,0.8044407643682068,0.8035870721193931,0.7382256854820668,0.5353818535804749,0.26532860001316294,0.13266430000658147
char,312,5,2000,0.7985,0.7992744665234806,0.7985397911866303,0.7315411205215332,0.5445689558982849,0.23388239997439086,0.11694119998719543
char,312,10,2000,0.793,0.793973985152737,0.7930705854262872,0.7242421787927678,0.5513808131217957,0.2406926000257954,0.1203463000128977
char,312,15,2000,0.798,0.798156906368907,0.7977513804290253,0.7308550079081279,0.558993399143219,0.2290010000579059,0.11450050002895296
char,312,20,2000,0.7875,0.7885916347454809,0.7877488287148351,0.7168394457954977,0.5668891668319702,0.24535519996425137,0.12267759998212568
char,312,25,2000,0.787,0.7870187317485394,0.7869409110843386,0.716040338075266,0.5748655796051025,0.2457052000099793,0.12285260000498965
char,312,30,2000,0.782,0.7820551898392071,0.7819592746031986,0.7093732958213064,0.5863566994667053,0.2265764000476338,0.1132882000238169
char,312,35,2000,0.777,0.7778358554944123,0.7772235987937397,0.7027882595542643,0.5996026396751404,0.2239246999961324,0.1119623499980662
char,312,40,2000,0.7755,0.7766187327078424,0.7758447343485221,0.7008019344946295,0.6079314351081848,0.2532954000052996,0.1266477000026498
char,312,45,2000,0.7665,0.7675959646838895,0.7668753718978204,0.68877596112388,0.618318498134613,0.262522800010629,0.1312614000053145
char,312,50,2000,0.762,0.7631159163798186,0.762426830561407,0.6827481461406715,0.6307808756828308,0.2147178000304848,0.1073589000152424
char,111,0,2000,0.8075,0.8066455767406789,0.8069058274260745,0.7434332079029542,0.5274747610092163,0.26482510002097115,0.13241255001048557
char,111,5,2000,0.806,0.8049973460394269,0.805317099044303,0.7414415917091614,0.5342913269996643,0.22943270002724603,0.11471635001362301
char,111,10,2000,0.806,0.805031696218591,0.8052453082292068,0.7414964805072086,0.544099748134613,0.265577599988319,0.1327887999941595
char,111,15,2000,0.8015,0.8008149879803295,0.8009476054777271,0.7354591075953512,0.5540817975997925,0.229830399970524,0.114915199985262
char,111,20,2000,0.795,0.7943565535326281,0.7944638403963766,0.7267967749351124,0.5612561106681824,0.23371919995406643,0.11685959997703321
char,111,25,2000,0.7955,0.7951509962732608,0.7951730155925235,0.7274281476477122,0.5719708204269409,0.24687000003177673,0.12343500001588836
char,111,30,2000,0.7845,0.7841425692299059,0.7841819659590744,0.7127541031997622,0.5834082961082458,0.22365220001665875,0.11182610000832938
char,111,35,2000,0.7785,0.777982491433607,0.778022251804005,0.7048043518986421,0.5933892130851746,0.24183000001357868,0.12091500000678934
char,111,40,2000,0.777,0.7766193780962338,0.7764873307958862,0.7028700598324474,0.6011415123939514,0.23742429999401793,0.11871214999700896
char,111,45,2000,0.7715,0.7711415498712602,0.7708536738048103,0.6956269498723467,0.6094215512275696,0.25449829996796325,0.12724914998398162
char,111,50,2000,0.7665,0.7664091471656784,0.7658938108445069,0.6890204546622976,0.6192303895950317,0.2572556000086479,0.12862780000432394
char,222,0,2000,0.8025,0.8023067422358265,0.802104325990684,0.7368393529238128,0.5297127366065979,0.31753100000787526,0.15876550000393763
char,222,5,2000,0.796,0.7956926534014647,0.7956472374481282,0.7281172363133295,0.541390061378479,0.2533220999757759,0.12666104998788796
char,222,10,2000,0.7975,0.7973198569460537,0.7970638749370024,0.7302015634511084,0.5513259172439575,0.26347420003730804,0.13173710001865402
char,222,15,2000,0.7925,0.7919440028697637,0.7920343572242763,0.7234435462954124,0.560937762260437,0.2764884000062011,0.13824420000310056
char,222,20,2000,0.783,0.7827384727516362,0.7827625261969217,0.7107308722555438,0.5723391175270081,0.23878930002683774,0.11939465001341887
char,222,25,2000,0.78,0.7800204209988735,0.7799443735011804,0.706707892496184,0.5815523862838745,0.239427299995441,0.1197136499977205
char,222,30,2000,0.7745,0.7742311406123993,0.7742851226853015,0.6993834576106465,0.5942641496658325,0.2402874999679625,0.12014374998398125
char,222,35,2000,0.771,0.7711110424005702,0.7709611272774459,0.6947266473231624,0.6085720658302307,0.24371899996185675,0.12185949998092838
char,222,40,2000,0.7685,0.7682848440714541,0.7682990303191989,0.6913916431540739,0.6170084476470947,0.2416656000423245,0.12083280002116226
char,222,45,2000,0.7625,0.7633571118458676,0.7626089838059096,0.683531814220388,0.6292439699172974,0.24586260004434735,0.12293130002217367
char,222,50,2000,0.7585,0.7591752435267123,0.7583558243398983,0.6782955751724068,0.6436104774475098,0.2389219999895431,0.11946099999477156
char,333,0,2000,0.8175,0.8168655719191634,0.8169120186742802,0.7568354597967343,0.5385905504226685,0.27167990000452846,0.13583995000226423
char,333,5,2000,0.811,0.8106708441838335,0.8104555316102315,0.7482382270928073,0.5448511838912964,0.24248839996289462,0.12124419998144731
char,333,10,2000,0.8,0.7996474850393703,0.7994265059448078,0.733578634136321,0.5578630566596985,0.2579490999924019,0.12897454999620095
char,333,15,2000,0.7975,0.7973021978571851,0.7970393998903523,0.7302295715820067,0.564803957939148,0.23966129997279495,0.11983064998639748
char,333,20,2000,0.795,0.7948621434255009,0.7946445396837705,0.7268486438908549,0.571974515914917,0.2281634000246413,0.11408170001232065
char,333,25,2000,0.7955,0.7958275506497302,0.7952550869300699,0.7275911888360739,0.5803946256637573,0.21275890001561493,0.10637945000780746
char,333,30,2000,0.7965,0.7965112625146127,0.7962018802555972,0.7288581385543383,0.5893940925598145,0.2338856999995187,0.11694284999975935
char,333,35,2000,0.7915,0.7915333238187013,0.7912106189780344,0.7221940555412192,0.6017335057258606,0.24631190003128722,0.12315595001564361
char,333,40,2000,0.786,0.7862525683620668,0.7856339450291365,0.7149777496630444,0.6087934374809265,0.23749999998835847,0.11874999999417923
char,333,45,2000,0.7815,0.7815022081636398,0.7810266658877483,0.7089659134365337,0.6164078116416931,0.23706130002392456,0.11853065001196228
char,333,50,2000,0.7685,0.7683454306747421,0.7680010353543891,0.6915973433775907,0.6315880417823792,0.23969580000266433,0.11984790000133216
