seed,corruption_level,model_a,model_b,n_samples,both_correct,model_a_only_correct,model_b_only_correct,both_wrong,accuracy_delta_a_minus_b,p_raw,p_holm,significant_holm_0.05
132,35,bpe_500,bpe_5000,2000,1382,143,219,256,-0.038,7.643412631444894e-05,0.09554265789306117,False
132,35,bpe_500,char,2000,1384,141,198,277,-0.0285,0.00230575595137621,1.0,False
132,35,bpe_1000,bpe_2000,2000,1379,140,175,306,-0.0175,0.05523283180615316,1.0,False
132,35,bpe_1000,bpe_5000,2000,1392,127,209,272,-0.041,9.010272317434195e-06,0.012109805994631559,True
132,35,bpe_1000,char,2000,1371,148,211,270,-0.0315,0.001039218664080862,1.0,False
132,35,bpe_2000,bpe_5000,2000,1448,106,153,293,-0.0235,0.004170500668763147,1.0,False
132,35,bpe_2000,char,2000,1388,166,194,252,-0.014,0.15463118710544393,1.0,False
132,35,bpe_5000,char,2000,1413,188,169,230,0.0095,0.3407726903981384,1.0,False
132,40,word,bpe_500,2000,1308,234,190,268,0.022,0.036649409496878,1.0,False
132,40,word,bpe_1000,2000,1310,232,185,273,0.0235,0.02416655304314054,1.0,False
132,40,word,bpe_2000,2000,1344,198,178,280,0.01,0.3271647298765607,1.0,False
132,40,word,bpe_5000,2000,1396,146,176,282,-0.015,0.10592545929992217,1.0,False
132,40,word,char,2000,1347,195,222,236,-0.0135,0.20288217235114445,1.0,False
132,40,bpe_500,bpe_1000,2000,1316,182,179,323,0.0015,0.9161861394534284,1.0,False
132,40,bpe_500,bpe_2000,2000,1320,178,202,300,-0.012,0.23800982447439056,1.0,False
132,40,bpe_500,bpe_5000,2000,1342,156,230,272,-0.037,0.00019453538836825885,0.2344151429837519,False
132,40,bpe_500,char,2000,1354,144,215,287,-0.0355,0.0002110094060331754,0.25363330605187684,False
132,40,bpe_1000,bpe_2000,2000,1347,148,175,330,-0.0135,0.1478727818857868,1.0,False
132,40,bpe_1000,bpe_5000,2000,1355,140,217,288,-0.0385,5.4176626316373965e-05,0.0686417855428458,False
132,40,bpe_1000,char,2000,1333,162,236,269,-0.037,0.00024372164276744297,0.29002875489325713,False
132,40,bpe_2000,bpe_5000,2000,1406,116,166,312,-0.025,0.0034505799128292606,1.0,False
132,40,bpe_2000,char,2000,1342,180,227,251,-0.0235,0.022483211556111948,1.0,False
132,40,bpe_5000,char,2000,1374,198,195,233,0.0015,0.9196573080642253,1.0,False
132,45,word,bpe_500,2000,1273,231,215,281,0.008,0.4775773969397116,1.0,False
132,45,word,bpe_1000,2000,1264,240,197,299,0.0215,0.04439955927640184,1.0,False
132,45,word,bpe_2000,2000,1298,206,199,297,0.0035,0.7656373086489626,1.0,False
132,45,word,bpe_5000,2000,1349,155,204,292,-0.0245,0.011195119002958527,1.0,False
132,45,word,char,2000,1307,197,252,244,-0.0275,0.010740531779509756,1.0,False
132,45,bpe_500,bpe_1000,2000,1293,195,168,344,0.0135,0.17227955245117443,1.0,False
132,45,bpe_500,bpe_2000,2000,1300,188,197,315,-0.0045,0.6835351737791844,1.0,False
132,45,bpe_500,bpe_5000,2000,1326,162,227,285,-0.0325,0.0011475007026587726,1.0,False
132,45,bpe_500,char,2000,1339,149,220,292,-0.0355,0.0002578917309999253,0.30611748469691136,False
132,45,bpe_1000,bpe_2000,2000,1313,148,184,355,-0.018,0.05458371806429218,1.0,False
132,45,bpe_1000,bpe_5000,2000,1316,145,237,302,-0.046,2.9051943678179862e-06,0.004014978616324457,True
132,45,bpe_1000,char,2000,1302,159,257,282,-0.049,1.7808253927403578e-06,0.0024860322482655396,True
132,45,bpe_2000,bpe_5000,2000,1378,119,175,328,-0.028,0.0012989204399996542,1.0,False
132,45,bpe_2000,char,2000,1318,179,241,262,-0.031,0.002871476018316582,1.0,False
132,45,bpe_5000,char,2000,1355,198,204,243,-0.003,0.8031065567373779,1.0,False
132,50,word,bpe_500,2000,1230,245,229,296,0.008,0.49088065108564133,1.0,False
132,50,word,bpe_1000,2000,1226,249,219,306,0.015,0.18001288363354415,1.0,False
132,50,word,bpe_2000,2000,1265,210,212,313,-0.001,0.9611825901753134,1.0,False
132,50,word,bpe_5000,2000,1314,161,216,309,-0.0275,0.00534762923882409,1.0,False
132,50,word,char,2000,1268,207,275,250,-0.034,0.00224174375766931,1.0,False
132,50,bpe_500,bpe_1000,2000,1263,196,182,359,0.007,0.5037725093442506,1.0,False
132,50,bpe_500,bpe_2000,2000,1272,187,205,336,-0.009,0.39057169770781475,1.0,False
132,50,bpe_500,bpe_5000,2000,1292,167,238,303,-0.0355,0.0004896454522640034,0.561623333746812,False
132,50,bpe_500,char,2000,1307,152,236,305,-0.042,2.346212466853713e-05,0.030688459066446568,True
132,50,bpe_1000,bpe_2000,2000,1289,156,188,367,-0.016,0.09449769413342576,1.0,False
132,50,bpe_1000,bpe_5000,2000,1289,156,241,314,-0.0425,2.327291902276649e-05,0.030464251000801336,True
132,50,bpe_1000,char,2000,1272,173,271,284,-0.049,3.8158178905703296e-06,0.005242933781643633,True
132,50,bpe_2000,bpe_5000,2000,1343,134,187,336,-0.0265,0.0036374500611067646,1.0,False
132,50,bpe_2000,char,2000,1290,187,253,270,-0.033,0.0019102559457192768,1.0,False
132,50,bpe_5000,char,2000,1319,211,224,246,-0.0065,0.5651006898726291,1.0,False
213,0,word,bpe_500,2000,1525,175,96,204,0.0395,1.8386741809696658e-06,0.002563111808271714,True
213,0,word,bpe_1000,2000,1537,163,103,197,0.03,0.000281813217986408,0.3331032236599343,False
213,0,word,bpe_2000,2000,1579,121,93,207,0.014,0.0646865577037599,1.0,False
213,0,word,bpe_5000,2000,1608,92,82,218,0.005,0.49516885828843843,1.0,False
213,0,word,char,2000,1506,194,99,201,0.0475,3.0443727841553584e-08,4.420429282593581e-05,True
213,0,bpe_500,bpe_1000,2000,1508,113,132,247,-0.0095,0.2501017937582842,1.0,False
213,0,bpe_500,bpe_2000,2000,1518,103,154,225,-0.0255,0.0017608289799464962,1.0,False
213,0,bpe_500,bpe_5000,2000,1530,91,160,219,-0.0345,1.5771171236269215e-05,0.02088103071682044,True
213,0,bpe_500,char,2000,1480,141,125,254,0.008,0.35774883281586045,1.0,False
213,0,bpe_1000,bpe_2000,2000,1544,96,128,232,-0.016,0.03809562625227352,1.0,False
213,0,bpe_1000,bpe_5000,2000,1537,103,153,207,-0.025,0.002133691172755748,1.0,False
213,0,bpe_1000,char,2000,1484,156,121,239,0.0175,0.04087252678570337,1.0,False
213,0,bpe_2000,bpe_5000,2000,1595,77,95,233,-0.009,0.19474748306428297,1.0,False
213,0,bpe_2000,char,2000,1500,172,105,223,0.0335,6.790942098787197e-05,0.08509050449780357,False
213,0,bpe_5000,char,2000,1505,185,100,210,0.0425,5.402671058641193e-07,0.0007644779547977289,True
213,5,word,bpe_500,2000,1511,184,97,208,0.0435,2.3381497868844033e-07,0.0003343554195244697,True
213,5,word,bpe_1000,2000,1521,174,103,202,0.0355,2.3628842028853294e-05,0.03083563884765355,True
213,5,word,bpe_2000,2000,1565,130,95,210,0.0175,0.023197506839685394,1.0,False
213,5,word,bpe_5000,2000,1585,110,88,217,0.011,0.13539129748732068,1.0,False
213,5,word,char,2000,1499,196,96,209,0.05,4.922963855251214e-09,7.241679831074536e-06,True
213,5,bpe_500,bpe_1000,2000,1489,119,135,257,-0.008,0.3466296314376465,1.0,False
213,5,bpe_500,bpe_2000,2000,1500,108,160,232,-0.026,0.001784928346697185,1.0,False
213,5,bpe_500,bpe_5000,2000,1511,97,162,230,-0.0325,6.438009235702204e-05,0.0808613960004197,False
213,5,bpe_500,char,2000,1463,145,132,260,0.0065,0.47096806603264874,1.0,False
213,5,bpe_1000,bpe_2000,2000,1523,101,137,239,-0.018,0.02308467136949382,1.0,False
213,5,bpe_1000,bpe_5000,2000,1520,104,153,223,-0.0245,0.0026822288217923976,1.0,False
213,5,bpe_1000,char,2000,1460,164,135,241,0.0145,0.10522916249480495,1.0,False
213,5,bpe_2000,bpe_5000,2000,1576,84,97,243,-0.0065,0.37246482393551344,1.0,False
213,5,bpe_2000,char,2000,1486,174,109,231,0.0325,0.00013356832610612423,0.16308692617557768,False
213,5,bpe_5000,char,2000,1488,185,107,220,0.039,5.855070030917541e-06,0.007962895242047855,True
213,10,word,bpe_500,2000,1493,192,100,215,0.046,7.939921214714325e-08,0.00011457306312832771,True
213,10,word,bpe_1000,2000,1504,181,110,205,0.0355,3.74806891891067e-05,0.04801276285124568,True
213,10,word,bpe_2000,2000,1544,141,93,222,0.024,0.0020571411456051835,1.0,False
213,10,word,bpe_5000,2000,1571,114,94,221,0.01,0.1875708463740632,1.0,False
213,10,word,char,2000,1490,195,104,211,0.0455,1.571486346585066e-07,0.00022535114210029845,True
213,10,bpe_500,bpe_1000,2000,1479,114,135,272,-0.0105,0.2049035922557167,1.0,False
213,10,bpe_500,bpe_2000,2000,1480,113,157,250,-0.022,0.008750220575512809,1.0,False
213,10,bpe_500,bpe_5000,2000,1494,99,171,236,-0.036,1.3921352005993445e-05,0.018501476815965288,True
213,10,bpe_500,char,2000,1458,135,136,271,-0.0005,0.9999999999999996,1.0,False
213,10,bpe_1000,bpe_2000,2000,1503,111,134,252,-0.0115,0.15972595314863017,1.0,False
213,10,bpe_1000,bpe_5000,2000,1501,113,164,222,-0.0255,0.0025992007964870047,1.0,False
213,10,bpe_1000,char,2000,1452,162,142,244,0.01,0.2758102571842294,1.0,False
213,10,bpe_2000,bpe_5000,2000,1549,88,116,247,-0.014,0.058441136475937995,1.0,False
213,10,bpe_2000,char,2000,1470,167,124,239,0.0215,0.013675428712699571,1.0,False
213,10,bpe_5000,char,2000,1479,186,115,220,0.0355,5.0750701766210186e-05,0.06455489264661936,False
213,15,word,bpe_500,2000,1479,189,106,226,0.0415,1.5516172648164612e-06,0.0021707125534782294,True
213,15,word,bpe_1000,2000,1494,174,111,221,0.0315,0.00022762126706219217,0.2720074141393196,False
213,15,word,bpe_2000,2000,1519,149,104,228,0.0225,0.005564762620425195,1.0,False
213,15,word,bpe_5000,2000,1557,111,100,232,0.0055,0.49127428115669636,1.0,False
213,15,word,char,2000,1477,191,115,217,0.038,1.645776357281415e-05,0.021740705679687493,True
213,15,bpe_500,bpe_1000,2000,1464,121,141,274,-0.01,0.24040965773235187,1.0,False
213,15,bpe_500,bpe_2000,2000,1456,129,167,248,-0.019,0.03133544460870507,1.0,False
213,15,bpe_500,bpe_5000,2000,1475,110,182,233,-0.036,2.9841804129917992e-05,0.03867497815237372,True
213,15,bpe_500,char,2000,1441,144,151,264,-0.0035,0.7269043474057011,1.0,False
213,15,bpe_1000,bpe_2000,2000,1483,122,140,255,-0.009,0.2935818879050747,1.0,False
213,15,bpe_1000,bpe_5000,2000,1488,117,169,226,-0.026,0.0025037556184562167,1.0,False
213,15,bpe_1000,char,2000,1444,161,148,247,0.0065,0.49488683006341116,1.0,False
213,15,bpe_2000,bpe_5000,2000,1530,93,127,250,-0.017,0.02586635613503217,1.0,False
213,15,bpe_2000,char,2000,1445,178,147,230,0.0155,0.0959414101547675,1.0,False
213,15,bpe_5000,char,2000,1467,190,125,218,0.0325,0.0002973294213682855,0.34965939952910374,False
213,20,word,bpe_500,2000,1457,188,123,232,0.0325,0.00027144807833814677,0.3216659728307039,False
213,20,word,bpe_1000,2000,1465,180,129,226,0.0255,0.004373428804954258,1.0,False
213,20,word,bpe_2000,2000,1498,147,117,238,0.015,0.07408936428582708,1.0,False
213,20,word,bpe_5000,2000,1529,116,115,240,0.0005,1.0,1.0,False
213,20,word,char,2000,1455,190,131,224,0.0295,0.001173246448052988,1.0,False
213,20,bpe_500,bpe_1000,2000,1445,135,149,271,-0.007,0.4405200804502227,1.0,False
213,20,bpe_500,bpe_2000,2000,1445,135,170,250,-0.0175,0.05137627254723928,1.0,False
213,20,bpe_500,bpe_5000,2000,1454,126,190,230,-0.032,0.00037799559890748876,0.43923088593050197,False
213,20,bpe_500,char,2000,1434,146,152,268,-0.003,0.7721470335397937,1.0,False
213,20,bpe_1000,bpe_2000,2000,1469,125,146,260,-0.0105,0.22433178897879913,1.0,False
213,20,bpe_1000,bpe_5000,2000,1467,127,177,229,-0.025,0.0048670212377389475,1.0,False
213,20,bpe_1000,char,2000,1431,163,155,251,0.004,0.6947235158086016,1.0,False
213,20,bpe_2000,bpe_5000,2000,1513,102,131,254,-0.0145,0.06637279449812866,1.0,False
213,20,bpe_2000,char,2000,1437,178,149,236,0.0145,0.12139251480656724,1.0,False
213,20,bpe_5000,char,2000,1447,197,139,217,0.029,0.0018309817767898672,1.0,False
213,25,word,bpe_500,2000,1438,196,134,232,0.031,0.0007605644558425234,0.8503110616319411,False
213,25,word,bpe_1000,2000,1429,205,137,229,0.034,0.0002792772029147014,0.33038493104809175,False
213,25,word,bpe_2000,2000,1482,152,130,236,0.011,0.2110297322909895,1.0,False
213,25,word,bpe_5000,2000,1509,125,118,248,0.0035,0.700395267808878,1.0,False
213,25,word,char,2000,1441,193,136,230,0.0285,0.001973964970892148,1.0,False
213,25,bpe_500,bpe_1000,2000,1415,157,151,277,0.003,0.7757741925968784,1.0,False
213,25,bpe_500,bpe_2000,2000,1430,142,182,246,-0.02,0.03010282600102236,1.0,False
213,25,bpe_500,bpe_5000,2000,1430,142,197,231,-0.0275,0.00329902867573993,1.0,False
213,25,bpe_500,char,2000,1419,153,158,270,-0.0025,0.8206093886264664,1.0,False
213,25,bpe_1000,bpe_2000,2000,1447,119,165,269,-0.023,0.007470602525683738,1.0,False
213,25,bpe_1000,bpe_5000,2000,1431,135,196,238,-0.0305,0.000945718186005133,1.0,False
213,25,bpe_1000,char,2000,1402,164,175,259,-0.0055,0.5871086354741717,1.0,False
213,25,bpe_2000,bpe_5000,2000,1498,114,129,259,-0.0075,0.36916470647188937,1.0,False
213,25,bpe_2000,char,2000,1430,182,147,241,0.0175,0.06069960407205669,1.0,False
213,25,bpe_5000,char,2000,1434,193,143,230,0.025,0.007422389087167441,1.0,False
213,30,word,bpe_500,2000,1426,198,143,233,0.0275,0.0033927991776903465,1.0,False
213,30,word,bpe_1000,2000,1404,220,147,229,0.0365,0.0001634249507021339,0.19823446520168841,False
213,30,word,bpe_2000,2000,1451,173,142,234,0.0155,0.0908100381630628,1.0,False
213,30,word,bpe_5000,2000,1496,128,123,253,0.0025,0.8007328267720524,1.0,False
213,30,word,char,2000,1414,210,149,227,0.0305,0.0015067414599723972,1.0,False
213,30,bpe_500,bpe_1000,2000,1410,159,141,290,0.009,0.326353991925047,1.0,False
213,30,bpe_500,bpe_2000,2000,1408,161,185,246,-0.012,0.21621914573635612,1.0,False
213,30,bpe_500,bpe_5000,2000,1419,150,200,231,-0.025,0.008720036530555947,1.0,False
213,30,bpe_500,char,2000,1409,160,154,277,0.003,0.7778690890699163,1.0,False
213,30,bpe_1000,bpe_2000,2000,1411,140,182,267,-0.021,0.022175432350896567,1.0,False
213,30,bpe_1000,bpe_5000,2000,1409,142,210,239,-0.034,0.0003420458223504417,0.3998515663276664,False
213,30,bpe_1000,char,2000,1372,179,191,258,-0.006,0.5674740213663279,1.0,False
213,30,bpe_2000,bpe_5000,2000,1475,118,144,263,-0.013,0.1223013067176929,1.0,False
213,30,bpe_2000,char,2000,1399,194,164,243,0.015,0.1252317641330724,1.0,False
213,30,bpe_5000,char,2000,1412,207,151,230,0.028,0.0035921058085792634,1.0,False
213,35,word,bpe_500,2000,1391,215,148,246,0.0335,0.0005147618770812146,0.5894023492579907,False
213,35,word,bpe_1000,2000,1367,239,156,238,0.0415,3.47250748616037e-05,0.04469117134688397,True
213,35,word,bpe_2000,2000,1415,191,145,249,0.023,0.013970130418761483,1.0,False
213,35,word,bpe_5000,2000,1475,131,124,270,0.0035,0.7071931573198751,1.0,False
213,35,word,char,2000,1400,206,157,237,0.0245,0.011653796106786662,1.0,False
213,35,bpe_500,bpe_1000,2000,1369,170,154,307,0.008,0.4046942164023826,1.0,False
213,35,bpe_500,bpe_2000,2000,1368,171,192,269,-0.0105,0.29383238107183113,1.0,False
213,35,bpe_500,bpe_5000,2000,1386,153,213,248,-0.03,0.002001487273996655,1.0,False
213,35,bpe_500,char,2000,1384,155,173,288,-0.009,0.3479163117884294,1.0,False
213,35,bpe_1000,bpe_2000,2000,1363,160,197,280,-0.0185,0.05658602421213112,1.0,False
213,35,bpe_1000,bpe_5000,2000,1375,148,224,253,-0.038,9.577493308668155e-05,0.11876091702748512,False
213,35,bpe_1000,char,2000,1348,175,209,268,-0.017,0.0920472561978161,1.0,False
213,35,bpe_2000,bpe_5000,2000,1439,121,160,280,-0.0195,0.023226470695422118,1.0,False
213,35,bpe_2000,char,2000,1371,189,186,254,0.0015,0.9177591906999464,1.0,False
213,35,bpe_5000,char,2000,1397,202,160,241,0.021,0.03102695482535597,1.0,False
213,40,word,bpe_500,2000,1360,231,168,241,0.0315,0.001873864694974724,1.0,False
213,40,word,bpe_1000,2000,1343,248,158,251,0.045,9.246817829952129e-06,0.012409229527795758,True
213,40,word,bpe_2000,2000,1386,205,154,255,0.0255,0.008227777779499736,1.0,False
213,40,word,bpe_5000,2000,1431,160,131,278,0.0145,0.10055140621221006,1.0,False
213,40,word,char,2000,1380,211,162,247,0.0245,0.01283783125597039,1.0,False
213,40,bpe_500,bpe_1000,2000,1346,182,155,317,0.0135,0.15658174935774,1.0,False
213,40,bpe_500,bpe_2000,2000,1335,193,205,267,-0.006,0.5814284469308009,1.0,False
213,40,bpe_500,bpe_5000,2000,1350,178,212,260,-0.017,0.09459127467091755,1.0,False
213,40,bpe_500,char,2000,1355,173,187,285,-0.007,0.49329636078093153,1.0,False
213,40,bpe_1000,bpe_2000,2000,1334,167,206,293,-0.0195,0.04897247942128968,1.0,False
213,40,bpe_1000,bpe_5000,2000,1330,171,232,267,-0.0305,0.002755674471714646,1.0,False
213,40,bpe_1000,char,2000,1316,185,226,273,-0.0205,0.04835731873337506,1.0,False
213,40,bpe_2000,bpe_5000,2000,1399,141,163,297,-0.011,0.2283653685840051,1.0,False
213,40,bpe_2000,char,2000,1341,199,201,259,-0.001,0.9601306980362065,1.0,False
213,40,bpe_5000,char,2000,1356,206,186,252,0.01,0.33724242748779415,1.0,False
213,45,word,bpe_500,2000,1308,242,193,257,0.0245,0.021260526605716583,1.0,False
213,45,word,bpe_1000,2000,1304,246,184,266,0.031,0.003218335921593938,1.0,False
213,45,word,bpe_2000,2000,1340,210,172,278,0.019,0.05820453730888951,1.0,False
213,45,word,bpe_5000,2000,1369,181,166,284,0.0075,0.4523637812733709,1.0,False
213,45,word,char,2000,1345,205,185,265,0.01,0.33600620105966805,1.0,False
213,45,bpe_500,bpe_1000,2000,1314,187,174,325,0.0065,0.5277197154229939,1.0,False
213,45,bpe_500,bpe_2000,2000,1301,200,211,288,-0.0055,0.6218800460354725,1.0,False
213,45,bpe_500,bpe_5000,2000,1309,192,226,273,-0.017,0.10639742809558088,1.0,False
213,45,bpe_500,char,2000,1329,172,201,298,-0.0145,0.14701902188585886,1.0,False
213,45,bpe_1000,bpe_2000,2000,1312,176,200,312,-0.012,0.23552726835939486,1.0,False
213,45,bpe_1000,bpe_5000,2000,1293,195,242,270,-0.0235,0.027658508659852497,1.0,False
213,45,bpe_1000,char,2000,1299,189,231,281,-0.021,0.04530730787283249,1.0,False
213,45,bpe_2000,bpe_5000,2000,1356,156,179,309,-0.0115,0.22931685161522886,1.0,False
213,45,bpe_2000,char,2000,1318,194,212,276,-0.009,0.3988676269203964,1.0,False
213,45,bpe_5000,char,2000,1322,213,208,257,0.0025,0.8454627646602132,1.0,False
213,50,word,bpe_500,2000,1266,256,207,271,0.0245,0.02559176522176893,1.0,False
213,50,word,bpe_1000,2000,1264,258,207,271,0.0255,0.020312769384851923,1.0,False
213,50,word,bpe_2000,2000,1289,233,190,288,0.0215,0.04101395166462885,1.0,False
213,50,word,bpe_5000,2000,1324,198,181,297,0.0085,0.4111876195115816,1.0,False
213,50,word,char,2000,1301,221,216,262,0.0025,0.8482821964113771,1.0,False
213,50,bpe_500,bpe_1000,2000,1278,195,193,334,0.001,0.9595196396307418,1.0,False
213,50,bpe_500,bpe_2000,2000,1257,216,222,305,-0.003,0.8112093105223956,1.0,False
213,50,bpe_500,bpe_5000,2000,1266,207,239,288,-0.016,0.1420474382689315,1.0,False
213,50,bpe_500,char,2000,1297,176,220,307,-0.022,0.03057920510235349,1.0,False
213,50,bpe_1000,bpe_2000,2000,1277,194,202,327,-0.004,0.7250646855195406,1.0,False
213,50,bpe_1000,bpe_5000,2000,1268,203,237,292,-0.017,0.11556771919023016,1.0,False
213,50,bpe_1000,char,2000,1267,204,250,279,-0.023,0.03457509268189438,1.0,False
213,50,bpe_2000,bpe_5000,2000,1321,158,184,337,-0.013,0.17633785383846798,1.0,False
213,50,bpe_2000,char,2000,1283,196,234,287,-0.019,0.07425243854986163,1.0,False
213,50,bpe_5000,char,2000,1279,226,238,257,-0.006,0.6096353121154879,1.0,False
231,0,word,bpe_500,2000,1521,198,100,181,0.049,1.4359593978852217e-08,2.1008085991060792e-05,True
231,0,word,bpe_1000,2000,1522,197,98,183,0.0495,8.471830266439704e-09,1.2436646831133486e-05,True
231,0,word,bpe_2000,2000,1579,140,91,190,0.0245,0.0015319977195994486,1.0,False
231,0,word,bpe_5000,2000,1612,107,71,210,0.018,0.008521348883262017,1.0,False
231,0,word,char,2000,1534,185,93,188,0.046,3.6532329514411144e-08,5.2935345466381746e-05,True
231,0,bpe_500,bpe_1000,2000,1501,120,119,260,0.0005,0.9999999999999993,1.0,False
231,0,bpe_500,bpe_2000,2000,1517,104,153,226,-0.0245,0.0026822288217923976,1.0,False
231,0,bpe_500,bpe_5000,2000,1509,112,174,205,-0.031,0.00029478534315783287,0.34755191958308496,False
231,0,bpe_500,char,2000,1494,127,133,246,-0.003,0.7565636522688661,1.0,False
231,0,bpe_1000,bpe_2000,2000,1539,81,131,249,-0.025,0.000726808442810367,0.8162058812760422,False
231,0,bpe_1000,bpe_5000,2000,1518,102,165,215,-0.0315,0.000138674414668381,0.16918278589542482,False
231,0,bpe_1000,char,2000,1479,141,148,232,-0.0035,0.7241997172686476,1.0,False
231,0,bpe_2000,bpe_5000,2000,1582,88,101,229,-0.0065,0.3827845942503983,1.0,False
231,0,bpe_2000,char,2000,1514,156,113,217,0.0215,0.01031070696397381,1.0,False
231,0,bpe_5000,char,2000,1517,166,110,207,0.028,0.0008978837697569354,0.9966509844301983,False
231,5,word,bpe_500,2000,1515,197,95,193,0.051,2.3659347604673145e-09,3.4826559674078868e-06,True
231,5,word,bpe_1000,2000,1518,194,87,201,0.0535,1.5477634626343707e-10,2.2968809785494063e-07,True
231,5,word,bpe_2000,2000,1569,143,86,202,0.0285,0.00020075984133405297,0.24171484896619977,False
231,5,word,bpe_5000,2000,1591,121,74,214,0.0235,0.000938707509567742,1.0,False
231,5,word,char,2000,1525,187,93,195,0.047,2.030978107980399e-08,2.9652280376513825e-05,True
231,5,bpe_500,bpe_1000,2000,1486,124,119,271,0.0025,0.7975513494467007,1.0,False
231,5,bpe_500,bpe_2000,2000,1497,113,158,232,-0.0225,0.007408401069511206,1.0,False
231,5,bpe_500,bpe_5000,2000,1493,117,172,218,-0.0275,0.0014480309032333853,1.0,False
231,5,bpe_500,char,2000,1478,132,140,250,-0.004,0.6713251353712301,1.0,False
231,5,bpe_1000,bpe_2000,2000,1517,88,138,257,-0.025,0.0010709327376608102,1.0,False
231,5,bpe_1000,bpe_5000,2000,1498,107,167,228,-0.03,0.00034726142322545676,0.405254080904108,False
231,5,bpe_1000,char,2000,1455,150,163,232,-0.0065,0.49765645763105715,1.0,False
231,5,bpe_2000,bpe_5000,2000,1557,98,108,237,-0.005,0.5307221711313294,1.0,False
231,5,bpe_2000,char,2000,1493,162,125,220,0.0185,0.033404092697674845,1.0,False
231,5,bpe_5000,char,2000,1500,165,118,217,0.0235,0.006149903209499359,1.0,False
231,10,word,bpe_500,2000,1491,201,108,200,0.0465,1.3479989284825865e-07,0.00019370744602294768,True
231,10,word,bpe_1000,2000,1491,201,102,206,0.0495,1.3518347121246494e-08,1.9790860185504865e-05,True
231,10,word,bpe_2000,2000,1538,154,97,211,0.0285,0.000387542731342357,0.44877448289444943,False
231,10,word,bpe_5000,2000,1567,125,87,221,0.019,0.010875332632116538,1.0,False
231,10,word,char,2000,1501,191,108,200,0.0415,1.8296279631204935e-06,0.0025523310085530885,True
231,10,bpe_500,bpe_1000,2000,1466,133,127,274,0.003,0.7565636522688661,1.0,False
231,10,bpe_500,bpe_2000,2000,1480,119,155,246,-0.018,0.03428783117316077,1.0,False
231,10,bpe_500,bpe_5000,2000,1476,123,178,223,-0.0275,0.0018080089980988614,1.0,False
231,10,bpe_500,char,2000,1468,131,141,260,-0.005,0.5853499610587792,1.0,False
231,10,bpe_1000,bpe_2000,2000,1494,99,141,266,-0.021,0.007998990039539768,1.0,False
231,10,bpe_1000,bpe_5000,2000,1476,117,178,229,-0.0305,0.00045736512417472557,0.5259698928009344,False
231,10,bpe_1000,char,2000,1440,153,169,238,-0.008,0.403238619017797,1.0,False
231,10,bpe_2000,bpe_5000,2000,1535,100,119,246,-0.0095,0.22377658364650524,1.0,False
231,10,bpe_2000,char,2000,1476,159,133,232,0.013,0.1433333258808899,1.0,False
231,10,bpe_5000,char,2000,1484,170,125,221,0.0225,0.010292762452617425,1.0,False
231,15,word,bpe_500,2000,1482,203,109,206,0.047,1.1333634230874463e-07,0.00016297766023997477,True
231,15,word,bpe_1000,2000,1474,211,102,213,0.0545,6.996824398009984e-10,1.0355300109054775e-06,True
231,15,word,bpe_2000,2000,1514,171,96,219,0.0375,5.186506056027467e-06,0.00706402124830941,True
231,15,word,bpe_5000,2000,1542,143,93,222,0.025,0.0013736901704125182,1.0,False
231,15,word,char,2000,1491,194,113,202,0.0405,4.409921792141404e-06,0.006028363089857299,True
231,15,bpe_500,bpe_1000,2000,1455,136,121,288,0.0075,0.3825392214800503,1.0,False
231,15,bpe_500,bpe_2000,2000,1451,140,159,250,-0.0095,0.29788022993620406,1.0,False
231,15,bpe_500,bpe_5000,2000,1452,139,183,226,-0.022,0.016428477387273654,1.0,False
231,15,bpe_500,char,2000,1455,136,149,260,-0.0065,0.47726100659631343,1.0,False
231,15,bpe_1000,bpe_2000,2000,1454,122,156,268,-0.017,0.04759732679652505,1.0,False
231,15,bpe_1000,bpe_5000,2000,1445,131,190,234,-0.0295,0.001173246448052988,1.0,False
231,15,bpe_1000,char,2000,1423,153,181,243,-0.014,0.139458657047449,1.0,False
231,15,bpe_2000,bpe_5000,2000,1498,112,137,253,-0.0125,0.12810769295950206,1.0,False
231,15,bpe_2000,char,2000,1450,160,154,236,0.003,0.7778690890699163,1.0,False
231,15,bpe_5000,char,2000,1458,177,146,219,0.0155,0.09491641241975828,1.0,False
231,20,word,bpe_500,2000,1474,197,119,210,0.039,1.346999575308918e-05,0.01791509435160861,True
231,20,word,bpe_1000,2000,1442,229,115,214,0.057,7.843709460196842e-10,1.1600846291631129e-06,True
231,20,word,bpe_2000,2000,1509,162,98,231,0.032,8.660439696144757e-05,0.10790907861396368,False
231,20,word,bpe_5000,2000,1530,141,99,230,0.021,0.007998990039539768,1.0,False
231,20,word,char,2000,1475,196,122,207,0.037,3.941686653421644e-05,0.050414172297262826,False
231,20,bpe_500,bpe_1000,2000,1438,155,119,288,0.018,0.03428783117316077,1.0,False
231,20,bpe_500,bpe_2000,2000,1451,142,156,251,-0.007,0.4514633751759353,1.0,False
231,20,bpe_500,bpe_5000,2000,1449,144,180,227,-0.018,0.051674015664153,1.0,False
231,20,bpe_500,char,2000,1447,146,150,257,-0.002,0.8616111353233318,1.0,False
231,20,bpe_1000,bpe_2000,2000,1438,119,169,274,-0.025,0.003809189023554528,1.0,False
