seed,corruption_level,model_a,model_b,n_samples,both_correct,model_a_only_correct,model_b_only_correct,both_wrong,accuracy_delta_a_minus_b,p_raw,p_holm,significant_holm_0.05
312,5,bpe_2000,char,2000,1493,168,104,235,0.032,0.0001249734410496687,0.15346738560899315,False
312,5,bpe_5000,char,2000,1487,170,110,233,0.03,0.0004029917321961961,0.4658584424188027,False
312,10,word,bpe_500,2000,1474,197,113,216,0.042,2.1193220087617346e-06,0.0029458575921788113,True
312,10,word,bpe_1000,2000,1483,188,107,222,0.0405,2.789211609019235e-06,0.003860268866882621,True
312,10,word,bpe_2000,2000,1536,135,114,215,0.0105,0.2049035922557167,1.0,False
312,10,word,bpe_5000,2000,1552,119,108,221,0.0055,0.5069556871220086,1.0,False
312,10,word,char,2000,1484,187,102,227,0.0425,6.504494709959062e-07,0.0009177842035752237,True
312,10,bpe_500,bpe_1000,2000,1452,135,138,275,-0.0015,0.9036839812655056,1.0,False
312,10,bpe_500,bpe_2000,2000,1475,112,175,238,-0.0315,0.00023958728061946005,0.28558803849839637,False
312,10,bpe_500,bpe_5000,2000,1480,107,180,233,-0.0365,1.9409632898489374e-05,0.025523667261513526,True
312,10,bpe_500,char,2000,1454,133,132,281,0.0005,0.9999999999999998,1.0,False
312,10,bpe_1000,bpe_2000,2000,1490,100,160,250,-0.03,0.00023894190306813742,0.28505769036028794,False
312,10,bpe_1000,bpe_5000,2000,1487,103,173,237,-0.035,2.99081439304255e-05,0.03873104638990102,True
312,10,bpe_1000,char,2000,1451,139,135,275,0.002,0.8562239140630018,1.0,False
312,10,bpe_2000,bpe_5000,2000,1541,109,119,231,-0.005,0.5512435649994097,1.0,False
312,10,bpe_2000,char,2000,1472,178,114,236,0.032,0.0002153677645474916,0.2584413174569899,False
312,10,bpe_5000,char,2000,1476,184,110,230,0.037,1.880824130212655e-05,0.024789262036202794,True
312,15,word,bpe_500,2000,1451,204,125,220,0.0395,1.5621979411703105e-05,0.020714744699918318,True
312,15,word,bpe_1000,2000,1449,206,119,226,0.0435,1.604717382690129e-06,0.0022433949010008006,True
312,15,word,bpe_2000,2000,1497,158,127,218,0.0155,0.0753758629550946,1.0,False
312,15,word,bpe_5000,2000,1523,132,117,228,0.0075,0.37499863564655245,1.0,False
312,15,word,char,2000,1474,181,122,223,0.0295,0.0008335873415050338,0.9302834731196177,False
312,15,bpe_500,bpe_1000,2000,1432,144,136,288,0.004,0.6757814111963596,1.0,False
312,15,bpe_500,bpe_2000,2000,1445,131,179,245,-0.024,0.007498558815855662,1.0,False
312,15,bpe_500,bpe_5000,2000,1450,126,190,234,-0.032,0.00037799559890748876,0.43923088593050197,False
312,15,bpe_500,char,2000,1448,128,148,276,-0.01,0.2527188076916798,1.0,False
312,15,bpe_1000,bpe_2000,2000,1451,117,173,259,-0.028,0.001201269949738721,1.0,False
312,15,bpe_1000,bpe_5000,2000,1443,125,197,235,-0.036,7.128611579507892e-05,0.08917893085964373,False
312,15,bpe_1000,char,2000,1427,141,169,263,-0.014,0.12501633584465421,1.0,False
312,15,bpe_2000,bpe_5000,2000,1503,121,137,239,-0.008,0.3503972462396573,1.0,False
312,15,bpe_2000,char,2000,1460,164,136,240,0.014,0.11888633674819754,1.0,False
312,15,bpe_5000,char,2000,1465,175,131,229,0.022,0.013834019799271693,1.0,False
312,20,word,bpe_500,2000,1432,209,135,224,0.037,7.816988411069788e-05,0.09755601537015095,False
312,20,word,bpe_1000,2000,1435,206,131,228,0.0375,5.198727726349041e-05,0.06597185484736932,False
312,20,word,bpe_2000,2000,1479,162,136,223,0.013,0.1474339417929176,1.0,False
312,20,word,bpe_5000,2000,1515,126,122,237,0.002,0.8489658192454097,1.0,False
312,20,word,char,2000,1446,195,129,230,0.033,0.0002918157236556215,0.3443425539136334,False
312,20,bpe_500,bpe_1000,2000,1434,133,132,301,0.0005,0.9999999999999998,1.0,False
312,20,bpe_500,bpe_2000,2000,1430,137,185,248,-0.024,0.008710572200322406,1.0,False
312,20,bpe_500,bpe_5000,2000,1439,128,198,235,-0.035,0.00012553065732449282,0.1540261165371527,False
312,20,bpe_500,char,2000,1424,143,151,282,-0.004,0.683162608005191,1.0,False
312,20,bpe_1000,bpe_2000,2000,1445,121,170,264,-0.0245,0.00481078642645085,1.0,False
312,20,bpe_1000,bpe_5000,2000,1439,127,198,236,-0.0355,9.732867670995783e-05,0.1204929017669278,False
312,20,bpe_1000,char,2000,1406,160,169,265,-0.0045,0.6592392049947534,1.0,False
312,20,bpe_2000,bpe_5000,2000,1495,120,142,243,-0.011,0.1944024798524058,1.0,False
312,20,bpe_2000,char,2000,1435,180,140,245,0.02,0.02908687934019739,1.0,False
312,20,bpe_5000,char,2000,1443,194,132,231,0.031,0.0007051055404287193,0.7932437329823092,False
312,25,word,bpe_500,2000,1417,217,140,226,0.0385,5.4176626316373965e-05,0.0686417855428458,False
312,25,word,bpe_1000,2000,1405,229,137,229,0.046,1.7476627037970478e-06,0.002441484797204476,True
312,25,word,bpe_2000,2000,1459,175,130,236,0.0225,0.01163120745814795,1.0,False
312,25,word,bpe_5000,2000,1495,139,119,247,0.01,0.23679357177051774,1.0,False
312,25,word,char,2000,1438,196,136,230,0.03,0.0011710339385192035,1.0,False
312,25,bpe_500,bpe_1000,2000,1406,151,136,307,0.0075,0.4086245180542734,1.0,False
312,25,bpe_500,bpe_2000,2000,1398,159,191,252,-0.016,0.09737618645562898,1.0,False
312,25,bpe_500,bpe_5000,2000,1420,137,194,249,-0.0285,0.0020377594974601326,1.0,False
312,25,bpe_500,char,2000,1407,150,167,276,-0.0085,0.3688641381254089,1.0,False
312,25,bpe_1000,bpe_2000,2000,1408,134,181,277,-0.0235,0.009438317340861117,1.0,False
312,25,bpe_1000,bpe_5000,2000,1411,131,203,255,-0.036,9.665658741522428e-05,0.11975751180746289,False
312,25,bpe_1000,char,2000,1381,161,193,265,-0.016,0.09929171823065187,1.0,False
312,25,bpe_2000,bpe_5000,2000,1463,126,151,260,-0.0125,0.1491647696916759,1.0,False
312,25,bpe_2000,char,2000,1413,176,161,250,0.0075,0.4457324776124807,1.0,False
312,25,bpe_5000,char,2000,1423,191,151,235,0.02,0.03480181144612278,1.0,False
312,30,word,bpe_500,2000,1387,237,153,223,0.042,2.4638700078504215e-05,0.03207958750221249,True
312,30,word,bpe_1000,2000,1373,251,148,228,0.0515,2.839758792827474e-07,0.0004052335797364805,True
312,30,word,bpe_2000,2000,1432,192,148,228,0.022,0.019566807372886675,1.0,False
312,30,word,bpe_5000,2000,1474,150,124,252,0.013,0.1308155892290426,1.0,False
312,30,word,char,2000,1425,199,139,237,0.03,0.0012971228818516101,1.0,False
312,30,bpe_500,bpe_1000,2000,1367,173,154,306,0.0095,0.31954227717070255,1.0,False
312,30,bpe_500,bpe_2000,2000,1370,170,210,250,-0.02,0.045286981400180455,1.0,False
312,30,bpe_500,bpe_5000,2000,1389,151,209,251,-0.029,0.002614244136067824,1.0,False
312,30,bpe_500,char,2000,1383,157,181,279,-0.012,0.21085840536816683,1.0,False
312,30,bpe_1000,bpe_2000,2000,1387,134,193,286,-0.0295,0.0013040575819412614,1.0,False
312,30,bpe_1000,bpe_5000,2000,1384,137,214,265,-0.0385,4.666657554036054e-05,0.05949988381395969,False
312,30,bpe_1000,char,2000,1355,166,209,270,-0.0215,0.02995666523724191,1.0,False
312,30,bpe_2000,bpe_5000,2000,1445,135,153,267,-0.009,0.31647193433067433,1.0,False
312,30,bpe_2000,char,2000,1392,188,172,248,0.008,0.4292357863668275,1.0,False
312,30,bpe_5000,char,2000,1407,191,157,245,0.017,0.07674557973863459,1.0,False
312,35,word,bpe_500,2000,1344,258,164,234,0.047,5.4958397753537124e-06,0.007479837934256403,True
312,35,word,bpe_1000,2000,1346,256,161,237,0.0475,3.7983421507273344e-06,0.005222720457250085,True
312,35,word,bpe_2000,2000,1396,206,150,248,0.028,0.00349859090289546,1.0,False
312,35,word,bpe_5000,2000,1440,162,139,259,0.0115,0.20470107013822517,1.0,False
312,35,word,char,2000,1400,202,154,244,0.024,0.012629542491007685,1.0,False
312,35,bpe_500,bpe_1000,2000,1334,174,173,319,0.0005,1.0,1.0,False
312,35,bpe_500,bpe_2000,2000,1331,177,215,277,-0.019,0.06151513636323989,1.0,False
312,35,bpe_500,bpe_5000,2000,1355,153,224,268,-0.0355,0.0003005044543193305,0.3530927338252134,False
312,35,bpe_500,char,2000,1361,147,193,299,-0.023,0.014547602289261493,1.0,False
312,35,bpe_1000,bpe_2000,2000,1355,152,191,302,-0.0195,0.040032537463659826,1.0,False
312,35,bpe_1000,bpe_5000,2000,1355,152,224,269,-0.036,0.000240899658164358,0.28691149287375034,False
312,35,bpe_1000,char,2000,1338,169,216,277,-0.0235,0.01894205591982761,1.0,False
312,35,bpe_2000,bpe_5000,2000,1407,139,172,282,-0.0165,0.06942087459653697,1.0,False
312,35,bpe_2000,char,2000,1367,179,187,267,-0.004,0.7144968759527133,1.0,False
312,35,bpe_5000,char,2000,1390,189,164,257,0.0125,0.20139724597125433,1.0,False
312,40,word,bpe_500,2000,1325,262,165,248,0.0485,3.0895117757535153e-06,0.004263526250539851,True
312,40,word,bpe_1000,2000,1316,271,157,256,0.057,3.939863768754793e-08,5.7049227371569396e-05,True
312,40,word,bpe_2000,2000,1362,225,161,252,0.032,0.0013130899217309179,1.0,False
312,40,word,bpe_5000,2000,1416,171,141,272,0.015,0.10047690609095605,1.0,False
312,40,word,char,2000,1379,208,172,241,0.018,0.07244057478621146,1.0,False
312,40,bpe_500,bpe_1000,2000,1291,199,182,328,0.0085,0.4124183179279173,1.0,False
312,40,bpe_500,bpe_2000,2000,1293,197,230,280,-0.0165,0.12137904301200882,1.0,False
312,40,bpe_500,bpe_5000,2000,1318,172,239,271,-0.0335,0.00110654547207349,1.0,False
312,40,bpe_500,char,2000,1340,150,211,299,-0.0305,0.0015534937395615632,1.0,False
312,40,bpe_1000,bpe_2000,2000,1310,163,213,314,-0.025,0.011405736382451702,1.0,False
312,40,bpe_1000,bpe_5000,2000,1315,158,242,285,-0.042,3.123796495542547e-05,0.04039068868736514,True
312,40,bpe_1000,char,2000,1309,164,242,285,-0.039,0.0001269730819454066,0.1555420253831231,False
312,40,bpe_2000,bpe_5000,2000,1368,155,189,288,-0.017,0.07504716159510366,1.0,False
312,40,bpe_2000,char,2000,1338,185,213,264,-0.014,0.17585671306090922,1.0,False
312,40,bpe_5000,char,2000,1365,192,186,257,0.003,0.797086842492569,1.0,False
312,45,word,bpe_500,2000,1302,262,174,262,0.044,2.918118269927221e-05,0.037847993960956054,True
312,45,word,bpe_1000,2000,1302,262,172,264,0.045,1.8150410752620536e-05,0.02394039178270649,True
312,45,word,bpe_2000,2000,1325,239,172,264,0.0335,0.00110654547207349,1.0,False
312,45,word,bpe_5000,2000,1389,175,157,279,0.009,0.350838080877321,1.0,False
312,45,word,char,2000,1341,223,192,244,0.0155,0.14075440804596806,1.0,False
312,45,bpe_500,bpe_1000,2000,1275,201,199,325,0.001,0.9601306980362065,1.0,False
312,45,bpe_500,bpe_2000,2000,1279,197,218,306,-0.0105,0.3262212348533924,1.0,False
312,45,bpe_500,bpe_5000,2000,1296,180,250,274,-0.035,0.0008559705446208624,0.9535511867076407,False
312,45,bpe_500,char,2000,1315,161,218,306,-0.0285,0.003962101401312482,1.0,False
312,45,bpe_1000,bpe_2000,2000,1300,174,197,329,-0.0115,0.25334577337319875,1.0,False
312,45,bpe_1000,bpe_5000,2000,1306,168,240,286,-0.036,0.00042626285022703787,0.4919073291620017,False
312,45,bpe_1000,char,2000,1297,177,236,290,-0.0295,0.004261364560626401,1.0,False
312,45,bpe_2000,bpe_5000,2000,1344,153,202,301,-0.0245,0.010745151320457728,1.0,False
312,45,bpe_2000,char,2000,1302,195,231,272,-0.018,0.08981424429657511,1.0,False
312,45,bpe_5000,char,2000,1332,214,201,253,0.0065,0.5558752439908863,1.0,False
312,50,word,bpe_500,2000,1255,275,197,273,0.039,0.0003830173948400445,0.4443001780144516,False
312,50,word,bpe_1000,2000,1258,272,200,270,0.036,0.0010616019501868933,1.0,False
312,50,word,bpe_2000,2000,1282,248,187,283,0.0305,0.003966462675333297,1.0,False
312,50,word,bpe_5000,2000,1341,189,178,292,0.0055,0.6017336584279653,1.0,False
312,50,word,char,2000,1308,222,216,254,0.003,0.8112093105223956,1.0,False
312,50,bpe_500,bpe_1000,2000,1250,202,208,340,-0.003,0.8049971524657472,1.0,False
312,50,bpe_500,bpe_2000,2000,1236,216,233,315,-0.0085,0.4502333846386793,1.0,False
312,50,bpe_500,bpe_5000,2000,1261,191,258,290,-0.0335,0.0018097268921064876,1.0,False
312,50,bpe_500,char,2000,1292,160,232,316,-0.036,0.00032415358834742957,0.38055631271988233,False
312,50,bpe_1000,bpe_2000,2000,1266,192,203,339,-0.0055,0.6149115878706555,1.0,False
312,50,bpe_1000,bpe_5000,2000,1273,185,246,296,-0.0305,0.0038008327238735853,1.0,False
312,50,bpe_1000,char,2000,1276,182,248,294,-0.033,0.001689571808175492,1.0,False
312,50,bpe_2000,bpe_5000,2000,1300,169,219,312,-0.025,0.012760475936577316,1.0,False
312,50,bpe_2000,char,2000,1272,197,252,279,-0.0275,0.010740531779509756,1.0,False
312,50,bpe_5000,char,2000,1300,219,224,257,-0.0025,0.8493003845205255,1.0,False
111,0,word,bpe_500,2000,1526,170,82,222,0.044,3.103050052094464e-08,4.502525625589067e-05,True
111,0,word,bpe_1000,2000,1541,155,102,202,0.0265,0.0011385849309077372,1.0,False
111,0,word,bpe_2000,2000,1560,136,75,229,0.0305,3.216505634538129e-05,0.04155725279823263,True
111,0,word,bpe_5000,2000,1600,96,81,223,0.0075,0.29263710818803007,1.0,False
111,0,word,char,2000,1523,173,92,212,0.0405,7.369126216543276e-07,0.0010390467965326019,True
111,0,bpe_500,bpe_1000,2000,1501,107,142,250,-0.0175,0.030981959063000008,1.0,False
111,0,bpe_500,bpe_2000,2000,1497,111,138,254,-0.0135,0.0992234659599745,1.0,False
111,0,bpe_500,bpe_5000,2000,1514,94,167,225,-0.0365,7.315517801691935e-06,0.00990521110349088,True
111,0,bpe_500,char,2000,1487,121,128,264,-0.0035,0.703852663123378,1.0,False
111,0,bpe_1000,bpe_2000,2000,1531,112,104,253,0.004,0.6339701087145511,1.0,False
111,0,bpe_1000,bpe_5000,2000,1530,113,151,206,-0.019,0.022594616417307686,1.0,False
111,0,bpe_1000,char,2000,1496,147,119,238,0.014,0.09764485501293925,1.0,False
111,0,bpe_2000,bpe_5000,2000,1562,73,119,246,-0.023,0.0011089342515486918,1.0,False
111,0,bpe_2000,char,2000,1489,146,126,239,0.01,0.24925604204750496,1.0,False
111,0,bpe_5000,char,2000,1504,177,111,208,0.033,0.00012025910542287745,0.14791869967013926,False
111,5,word,bpe_500,2000,1527,165,78,230,0.0435,2.4712132585145513e-08,3.598086504397187e-05,True
111,5,word,bpe_1000,2000,1534,158,95,213,0.0315,8.983010833490257e-05,0.11156899455194899,False
111,5,word,bpe_2000,2000,1564,128,77,231,0.0255,0.00045082131911683535,0.5193461596225943,False
111,5,word,bpe_5000,2000,1584,108,83,225,0.0125,0.08219129693943301,1.0,False
111,5,word,char,2000,1517,175,95,213,0.04,1.287561145157497e-06,0.0018051607255108108,True
111,5,bpe_500,bpe_1000,2000,1488,117,141,254,-0.012,0.15202865125192022,1.0,False
111,5,bpe_500,bpe_2000,2000,1498,107,143,252,-0.018,0.026657962755246185,1.0,False
111,5,bpe_500,bpe_5000,2000,1506,99,161,234,-0.031,0.00014497125753872302,0.1762850491670872,False
111,5,bpe_500,char,2000,1489,116,123,272,-0.0035,0.6980219721257958,1.0,False
111,5,bpe_1000,bpe_2000,2000,1520,109,121,250,-0.006,0.4683340524436273,1.0,False
111,5,bpe_1000,bpe_5000,2000,1509,120,158,213,-0.019,0.026301028477100308,1.0,False
111,5,bpe_1000,char,2000,1486,143,126,245,0.0085,0.3293018289631191,1.0,False
111,5,bpe_2000,bpe_5000,2000,1555,86,112,247,-0.013,0.07535614736054361,1.0,False
111,5,bpe_2000,char,2000,1491,150,121,238,0.0145,0.0887796125701743,1.0,False
111,5,bpe_5000,char,2000,1492,175,120,213,0.0275,0.001621628404733325,1.0,False
111,10,word,bpe_500,2000,1515,171,87,227,0.042,1.8687068643438105e-07,0.0002674119522875993,True
111,10,word,bpe_1000,2000,1519,167,100,214,0.0335,4.930861214987561e-05,0.06276986326679165,False
111,10,word,bpe_2000,2000,1558,128,80,234,0.024,0.0010691834257514276,1.0,False
111,10,word,bpe_5000,2000,1566,120,91,223,0.0145,0.05364693061116831,1.0,False
111,10,word,char,2000,1507,179,105,209,0.037,1.3313390934416427e-05,0.01773343672464268,True
111,10,bpe_500,bpe_1000,2000,1480,122,139,259,-0.0085,0.32199452998210293,1.0,False
111,10,bpe_500,bpe_2000,2000,1488,114,150,248,-0.018,0.031037644716382123,1.0,False
111,10,bpe_500,bpe_5000,2000,1494,108,163,235,-0.0275,0.0010009699375704106,1.0,False
111,10,bpe_500,char,2000,1482,120,130,268,-0.005,0.5693014384434676,1.0,False
111,10,bpe_1000,bpe_2000,2000,1511,108,127,254,-0.0095,0.2402563344184412,1.0,False
111,10,bpe_1000,bpe_5000,2000,1497,122,160,221,-0.019,0.027395109616915967,1.0,False
111,10,bpe_1000,char,2000,1475,144,137,244,0.0035,0.7204653770782284,1.0,False
111,10,bpe_2000,bpe_5000,2000,1541,97,116,246,-0.0095,0.21735610630420696,1.0,False
111,10,bpe_2000,char,2000,1483,155,129,233,0.013,0.13780907674155235,1.0,False
111,10,bpe_5000,char,2000,1483,174,129,214,0.0225,0.011357328891835682,1.0,False
111,15,word,bpe_500,2000,1501,181,98,220,0.0415,7.646108865234523e-07,0.0010773367391115442,True
111,15,word,bpe_1000,2000,1510,172,98,220,0.037,7.857320162434614e-06,0.010599524899124293,True
111,15,word,bpe_2000,2000,1544,138,84,234,0.027,0.000352894230965023,0.4114746733052168,False
111,15,word,bpe_5000,2000,1552,130,82,236,0.024,0.0011947074203354287,1.0,False
111,15,word,char,2000,1496,186,107,211,0.0395,4.581233379137461e-06,0.006257964795901772,True
111,15,bpe_500,bpe_1000,2000,1456,143,152,249,-0.0045,0.6414486313583475,1.0,False
111,15,bpe_500,bpe_2000,2000,1470,129,158,243,-0.0145,0.09820478473358088,1.0,False
111,15,bpe_500,bpe_5000,2000,1476,123,158,243,-0.0175,0.04234120526227255,1.0,False
111,15,bpe_500,char,2000,1465,134,138,263,-0.002,0.8557023748629741,1.0,False
111,15,bpe_1000,bpe_2000,2000,1495,113,133,259,-0.01,0.22567092627640534,1.0,False
111,15,bpe_1000,bpe_5000,2000,1473,135,161,231,-0.013,0.14607118119578627,1.0,False
111,15,bpe_1000,char,2000,1458,150,145,247,0.0025,0.8158961620481175,1.0,False
111,15,bpe_2000,bpe_5000,2000,1521,107,113,259,-0.003,0.7361275190186887,1.0,False
111,15,bpe_2000,char,2000,1472,156,131,241,0.0125,0.15645697642573433,1.0,False
111,15,bpe_5000,char,2000,1462,172,141,225,0.0155,0.089782113788242,1.0,False
111,20,word,bpe_500,2000,1499,178,96,227,0.041,8.279288700477528e-07,0.001165723849027236,True
111,20,word,bpe_1000,2000,1484,193,106,217,0.0435,5.515967982510405e-07,0.0007799578727269713,True
111,20,word,bpe_2000,2000,1541,136,92,231,0.022,0.004300450203219817,1.0,False
111,20,word,bpe_5000,2000,1541,136,84,239,0.026,0.0005548115916218509,0.6330400260405319,False
111,20,word,char,2000,1489,188,101,222,0.0435,3.470918986591353e-07,0.0004935646798932904,True
111,20,bpe_500,bpe_1000,2000,1451,144,139,266,0.0025,0.8121068752427945,1.0,False
111,20,bpe_500,bpe_2000,2000,1473,122,160,245,-0.019,0.027395109616915967,1.0,False
111,20,bpe_500,bpe_5000,2000,1463,132,162,243,-0.015,0.09060638791019968,1.0,False
111,20,bpe_500,char,2000,1460,135,130,275,0.0025,0.8059570329989922,1.0,False
111,20,bpe_1000,bpe_2000,2000,1479,111,154,256,-0.0215,0.009747256806136681,1.0,False
111,20,bpe_1000,bpe_5000,2000,1447,143,178,232,-0.0175,0.057567089918183566,1.0,False
111,20,bpe_1000,char,2000,1432,158,158,252,0.0,1.0,1.0,False
111,20,bpe_2000,bpe_5000,2000,1511,122,114,253,0.004,0.648726044481876,1.0,False
111,20,bpe_2000,char,2000,1466,167,124,243,0.0215,0.013675428712699571,1.0,False
111,20,bpe_5000,char,2000,1441,184,149,226,0.0175,0.06227343925727793,1.0,False
111,25,word,bpe_500,2000,1467,200,114,219,0.043,1.3957026267662347e-06,0.001953983677472729,True
111,25,word,bpe_1000,2000,1455,212,115,218,0.0485,8.952937713228799e-08,0.000129011832447627,True
111,25,word,bpe_2000,2000,1513,154,99,234,0.0275,0.0006570091756164077,0.7424203684465407,False
111,25,word,bpe_5000,2000,1527,140,91,242,0.0245,0.0015319977195994486,1.0,False
111,25,word,char,2000,1473,194,118,215,0.038,1.9921720942014537e-05,0.0261771413178071,True
111,25,bpe_500,bpe_1000,2000,1423,158,147,272,0.0055,0.5669884123103023,1.0,False
111,25,bpe_500,bpe_2000,2000,1444,137,168,251,-0.0155,0.08566679788148009,1.0,False
111,25,bpe_500,bpe_5000,2000,1445,136,173,246,-0.0185,0.04038984585966233,1.0,False
111,25,bpe_500,char,2000,1445,136,146,273,-0.005,0.592077086506682,1.0,False
111,25,bpe_1000,bpe_2000,2000,1445,125,167,263,-0.021,0.016277991082552526,1.0,False
111,25,bpe_1000,bpe_5000,2000,1430,140,188,242,-0.024,0.009350969514611665,1.0,False
111,25,bpe_1000,char,2000,1415,155,176,254,-0.0105,0.2716127621266505,1.0,False
111,25,bpe_2000,bpe_5000,2000,1490,122,128,260,-0.003,0.7519020991265514,1.0,False
111,25,bpe_2000,char,2000,1446,166,145,243,0.0105,0.25671829342242025,1.0,False
111,25,bpe_5000,char,2000,1437,181,154,228,0.0135,0.15534845626237392,1.0,False
111,30,word,bpe_500,2000,1453,198,121,228,0.0385,1.914807446891382e-05,0.0252180140755595,True
111,30,word,bpe_1000,2000,1427,224,128,221,0.048,3.508448622932197e-07,0.0004985505493186653,True
111,30,word,bpe_2000,2000,1481,170,113,236,0.0285,0.0008411759138392658,0.9379111439307813,False
111,30,word,bpe_5000,2000,1496,155,103,246,0.026,0.0014497069554271326,1.0,False
111,30,word,char,2000,1444,207,125,224,0.041,7.937902415562536e-06,0.010700292456178298,True
111,30,bpe_500,bpe_1000,2000,1403,171,152,274,0.0095,0.31656264675705625,1.0,False
111,30,bpe_500,bpe_2000,2000,1421,153,173,253,-0.01,0.2926433452701045,1.0,False
111,30,bpe_500,bpe_5000,2000,1414,160,185,241,-0.0125,0.19624468762132638,1.0,False
111,30,bpe_500,char,2000,1421,153,148,278,0.0025,0.8177068178930339,1.0,False
111,30,bpe_1000,bpe_2000,2000,1414,141,180,265,-0.0195,0.03376326414464634,1.0,False
111,30,bpe_1000,bpe_5000,2000,1400,155,199,246,-0.022,0.022154579078393993,1.0,False
111,30,bpe_1000,char,2000,1380,175,189,256,-0.007,0.4956810815749624,1.0,False
111,30,bpe_2000,bpe_5000,2000,1455,139,144,262,-0.0025,0.8121068752427945,1.0,False
111,30,bpe_2000,char,2000,1414,180,155,251,0.0125,0.18969092553334257,1.0,False
111,30,bpe_5000,char,2000,1399,200,170,231,0.015,0.1315365203209572,1.0,False
111,35,word,bpe_500,2000,1422,215,127,236,0.044,2.2537288020089694e-06,0.0031259218483864408,True
111,35,word,bpe_1000,2000,1403,234,131,232,0.0515,7.725078007650426e-08,0.00011155012643047214,True
111,35,word,bpe_2000,2000,1453,184,121,242,0.0315,0.00036869259539935894,0.42878948844945447,False
111,35,word,bpe_5000,2000,1463,174,105,258,0.0345,4.306132632022058e-05,0.05498931371092168,False
111,35,word,char,2000,1421,216,136,227,0.04,2.360892359124789e-05,0.030833254210169744,True
111,35,bpe_500,bpe_1000,2000,1376,173,158,293,0.0075,0.4416382410514279,1.0,False
111,35,bpe_500,bpe_2000,2000,1392,157,182,269,-0.0125,0.19232758745753617,1.0,False
111,35,bpe_500,bpe_5000,2000,1377,172,191,260,-0.0095,0.34479628877511337,1.0,False
111,35,bpe_500,char,2000,1399,150,158,293,-0.004,0.6900621236396974,1.0,False
111,35,bpe_1000,bpe_2000,2000,1391,143,183,283,-0.02,0.030614845447971436,1.0,False
111,35,bpe_1000,bpe_5000,2000,1365,169,203,263,-0.017,0.08695011889038419,1.0,False
111,35,bpe_1000,char,2000,1361,173,196,270,-0.0115,0.2520625131971112,1.0,False
111,35,bpe_2000,bpe_5000,2000,1425,149,143,283,0.003,0.7698844071481957,1.0,False
111,35,bpe_2000,char,2000,1396,178,161,265,0.0085,0.38487582983382,1.0,False
111,35,bpe_5000,char,2000,1369,199,188,244,0.0055,0.6112801480437425,1.0,False
111,40,word,bpe_500,2000,1384,227,144,245,0.0415,1.920841440752949e-05,0.02527827336030881,True
111,40,word,bpe_1000,2000,1363,248,138,251,0.055,2.34112884626109e-08,3.411024729002408e-05,True
111,40,word,bpe_2000,2000,1412,199,139,250,0.03,0.0012971228818516101,1.0,False
111,40,word,bpe_5000,2000,1416,195,114,275,0.0405,4.743101273837761e-06,0.006474333238788543,True
111,40,word,char,2000,1401,210,153,236,0.0285,0.0032354375042357706,1.0,False
111,40,bpe_500,bpe_1000,2000,1339,189,162,310,0.0135,0.16511210963963457,1.0,False
111,40,bpe_500,bpe_2000,2000,1354,174,197,275,-0.0115,0.25334577337319875,1.0,False
111,40,bpe_500,bpe_5000,2000,1341,187,189,283,-0.001,0.9588795953499724,1.0,False
111,40,bpe_500,char,2000,1370,158,184,288,-0.013,0.17633785383846798,1.0,False
111,40,bpe_1000,bpe_2000,2000,1344,157,207,292,-0.025,0.010122718947356998,1.0,False
111,40,bpe_1000,bpe_5000,2000,1321,180,209,290,-0.0145,0.15561792214572964,1.0,False
111,40,bpe_1000,char,2000,1328,173,226,273,-0.0265,0.00914953886856717,1.0,False
111,40,bpe_2000,bpe_5000,2000,1385,166,145,304,0.0105,0.25671829342242025,1.0,False
111,40,bpe_2000,char,2000,1382,169,172,277,-0.0015,0.9137737422756665,1.0,False
111,40,bpe_5000,char,2000,1340,190,214,256,-0.012,0.252472236759992,1.0,False
111,45,word,bpe_500,2000,1362,230,149,259,0.0405,3.724874258567956e-05,0.04779013673742687,True
111,45,word,bpe_1000,2000,1323,269,145,263,0.062,1.1304253332855112e-09,1.6696382172627e-06,True
111,45,word,bpe_2000,2000,1384,208,155,253,0.0265,0.006269138270725061,1.0,False
111,45,word,bpe_5000,2000,1390,202,128,280,0.037,5.479601109777362e-05,0.06926215802758585,False
111,45,word,char,2000,1377,215,166,242,0.0245,0.013822484109252317,1.0,False
111,45,bpe_500,bpe_1000,2000,1312,199,156,333,0.0215,0.025666910882391095,1.0,False
111,45,bpe_500,bpe_2000,2000,1337,174,202,287,-0.014,0.16370811754945044,1.0,False
111,45,bpe_500,bpe_5000,2000,1312,199,206,283,-0.0035,0.7656373086489626,1.0,False
111,45,bpe_500,char,2000,1348,163,195,294,-0.016,0.1012041276518571,1.0,False
111,45,bpe_1000,bpe_2000,2000,1312,156,227,305,-0.0355,0.00033563008162493957,0.3930228255828042,False
111,45,bpe_1000,bpe_5000,2000,1286,182,232,300,-0.025,0.015928221896408596,1.0,False
111,45,bpe_1000,char,2000,1300,168,243,289,-0.0375,0.00025282658769448926,0.30061081276874774,False
111,45,bpe_2000,bpe_5000,2000,1357,182,161,300,0.0105,0.2801683798565689,1.0,False
111,45,bpe_2000,char,2000,1358,181,185,276,-0.002,0.875420169283074,1.0,False
111,45,bpe_5000,char,2000,1317,201,226,256,-0.0125,0.2454305270929432,1.0,False
