seed,char_mean_relative_degradation,word_mean_relative_degradation,delta_word_minus_char
111,0.023853139458205108,0.029683126360900224,0.005829986902695115
123,0.028777444563369357,0.04865555652109864,0.01987811195772928
132,0.027924762229314514,0.0581868252507487,0.030262063021434183
213,0.024870417563388803,0.046700458972126505,0.0218300414087377
222,0.029806696513734316,0.05902162770023302,0.0292149311864987
231,0.02739757498829028,0.04698877905096432,0.019591204062674037
312,0.02582040221240625,0.04670669876535434,0.02088629655294809
321,0.0271918314777632,0.05353959748484498,0.026347766007081778
333,0.030630590743999618,0.03570196978368443,0.005071379039684812
